id_token,token
presentará cada,15640
cada quince,3442
quince días,16896
días anuncia,6948
sspc,19413
emisión,7334
antecedentes,1652
penales,14848
sspc presenta,19414
presenta sistema,15592
sistema emisión,19188
emisión antecedentes,7335
antecedentes penales,1654
penales línea,14851
toxicológicas,20018
hidalgo,9919
resultaron,18098
negativas,13790
pruebas toxicológicas,16662
toxicológicas estudiantes,20019
estudiantes chiapas,8168
chiapas veracruz,4008
veracruz hidalgo,20813
hidalgo resultaron,9931
resultaron negativas,18099
negativas consumo,13791
mejores,12618
manejo,12140
honesto,10039
directora,6673
bienestar mejores,3192
mejores programas,12621
programas 4t,16430
4t ejemplo,510
ejemplo manejo,7132
manejo honesto,12144
honesto presupuesto,10040
presupuesto presidente,16106
presidente directora,15817
directora informa,6676
informa avances,10631
va,20632
gira,9463
el tren,7174
maya va,12408
va afirma,20633
presidente terminar,16046
terminar gira,19812
gira supervisión,9474
supervisión proyecto,19586
avances aeropuerto,2551
aeropuerto tulum,1146
tulum tramos,20376
alcanza,1363
octubre alcanza,14229
alcanza nivel,1368
nivel histórico,13835
histórico creación,9966
empleos celebra,7367
celebra presidente,3849
visitará,21005
24,401
presidente argentina,15731
argentina visitará,2014
visitará méxico,21007
méxico 24,13271
24 noviembre,406
noviembre confirma,13948
dialogan,6550
méxico chile,13314
chile dialogan,4032
dialogan próxima,6555
próxima visita,16673
visita estado,20966
estado gabriel,8035
boric país,3339
rechazo,17083
propiciar,16496
fraternidad,9057
reafirma rechazo,16988
rechazo bloqueo,17084
cuba llama,5611
llama estados,11804
unidos propiciar,20496
propiciar fraternidad,16497
fraternidad universal,9061
guadalajara,9699
industria construcción,10559
construcción genera,5013
desarrollo empleos,6240
empleos presidente,7379
presidente inicia,15901
inicia operaciones,10741
operaciones autopista,14358
autopista guadalajara,2452
guadalajara colima,9701
desaparecerá,6207
órgano,21293
encargado,7525
organizar,14437
elecciones,7179
electoral desaparecerá,7209
desaparecerá órgano,6208
órgano encargado,21296
encargado organizar,7526
organizar elecciones,14438
elecciones reitera,7189
reitera presidente,17680
fernando,8688
savater,18649
nacional fernando,13599
fernando savater,8689
fortalece,8922
público,16851
gobierno fortalece,9562
fortalece capacidades,8925
capacidades personal,3639
salud medicina,18522
tradicional sistema,20114
sistema público,19195
público mejores,16855
mejores mundo,12620
mundo 2023,13179
mínimos,13526
19 mantiene,184
baja niveles,2828
niveles mínimos,13840
mínimos casos,13527
optimiza,14404
modelo imss,13032
bienestar optimiza,3202
optimiza abasto,14405
medicamentos cinco,12522
cinco país,4100
dialoga lula,6541
silva tras,19118
tras triunfo,20246
triunfo elecciones,20334
elecciones brasil,7181
energías,7581
renovables,17735
impulsarán,10344
proyectos energías,16648
energías renovables,7583
renovables méxico,17736
unidos impulsarán,20485
impulsarán desarrollo,10345
económico cuidado,7032
ambiente presidente,1492
fortalecerá,8956
tepjf,19790
desaparecerán,6209
electoral fortalecerá,7213
fortalecerá democracia,8958
democracia méxico,6107
presidente ine,15897
ine tepjf,10591
tepjf desaparecerán,19791
desaparecerán asegura,6210
1º,246
capitalino,3646
invita pueblo,11173
méxico informe,13414
informe 1º,10657
1º diciembre,249
diciembre zócalo,6595
zócalo capitalino,21235
elección,7190
triunfo lula,20338
silva elección,19115
elección presidencia,7192
presidencia brasil,15670
priorizará,16259
infartos,10602
cáncer,5770
mama,12119
bienestar sinaloa,3237
sinaloa priorizará,19147
priorizará prevención,16262
prevención infartos,16125
infartos cáncer,10603
cáncer mama,5771
estampida,8081
humana,10120
corea,5406
condolencias víctimas,4710
víctimas estampida,21093
estampida humana,8082
humana corea,10121
corea sur,5407
30,440
benefician 30,2994
30 millones,446
millones familias,12940
familias país,8506
supervisa implementación,19549
implementación imss,10252
bienestar sonora,3240
restituye,18048
casi,3732
hectáreas,9889
tierra,19895
federal restituye,8622
restituye casi,18049
casi 30,3734
30 mil,445
mil hectáreas,12893
hectáreas tierra,9891
tierra pueblo,19897
yaqui continuarán,21153
continuarán acciones,5150
acciones justicia,824
justicia presidente,11395
aplicación,1829
avanza aplicación,2600
aplicación plan,1835
bienestar baja,3125
california sur,3474
disminuyó,6744
delictiva disminuyó,6051
disminuyó baja,6745
sur resultado,19594
seguridad destaca,18832
termoeléctrica,19825
abastecer,675
compra termoeléctrica,4421
termoeléctrica abastecer,19826
abastecer demanda,676
demanda baja,6089
bienestar entrega,3157
entrega millones,7678
millones bienes,12933
bienes comunidades,3100
comunidades guerrero,4571
guerrero veracruz,9759
veracruz chiapas,20809
chiapas oaxaca,4001
mecanismo,12500
preliberación,15489
amnistía,1558
encarceladas,7523
injustamente,10826
impulsa mecanismo,10303
mecanismo preliberación,12503
preliberación amnistía,15490
amnistía personas,1559
personas encarceladas,14999
encarceladas injustamente,7524
favorables,8538
adicional,1046
méxico estable,13379
estable condiciones,7998
condiciones favorables,4699
favorables presidente,8539
presidente obras,15943
estratégicas construyen,8143
construyen deuda,5054
deuda adicional,6504
adicional asegura,1047
alternativas,1454
impulsar,10320
eficiente,7103
propone alternativas,16507
alternativas impulsar,1456
impulsar servicio,10332
aéreo eficiente,2718
eficiente país,7107
nacionales,13684
continúa convocatoria,5171
convocatoria médicos,5340
especialistas extranjeros,7955
extranjeros nacionales,8405
nacionales trabajar,13688
trabajar zonas,20068
zonas rurales,21229
final,8756
méxico consolidará,13329
consolidará plan,4955
bienestar 12,3108
12 final,62
final 2022,8757
gobiernos,9602
unen,20434
gabriela,9220
mistral,13008
gobiernos chile,9603
chile méxico,4034
méxico unen,13508
unen homenaje,20436
homenaje gabriela,10003
gabriela mistral,9221
damnificados,5809
roslyn,18327
atiende damnificados,2314
damnificados nayarit,5814
nayarit huracán,13750
huracán roslyn,10160
quincena,16897
contribuyen,5236
baja primera,2833
primera quincena,16194
quincena octubre,16898
octubre destaca,14231
presidente medidas,15932
medidas gobierno,12559
méxico contribuyen,13335
contribuyen reducción,5241
reducción afirma,17374
pera,14891
cuautla,5605
modernización carretera,13042
carretera la,3686
la pera,11484
pera cuautla,14892
cuautla morelos,5606
habrá,9812
gratuitos,9668
habrá presupuesto,9816
presupuesto caminos,16092
caminos entrega,3523
entrega fertilizantes,7674
fertilizantes gratuitos,8703
gratuitos puebla,9675
puebla anuncia,16695
extenderá,8365
bcs,2950
próximamente,16674
nuevo sistema,14022
salud extenderá,18511
extenderá bcs,8366
bcs sonora,2954
sonora sinaloa,19382
sinaloa próximamente,19148
próximamente llegará,16675
llegará guerrero,11906
guerrero anuncia,9741
montaña,13069
garantiza presupuesto,9261
caminos rurales,3530
rurales la,18359
la montaña,11481
montaña guerrero,13071
guerrero beneficio,9744
reafirma compromisos,16973
compromisos pueblo,4540
pueblo guerrero,16731
guerrero través,9758
través programas,20284
venezolanos,20782
encuentran,7536
territorio,19848
refrenda apoyo,17517
apoyo migrantes,1903
migrantes venezolanos,12854
venezolanos encuentran,20783
encuentran territorio,7537
territorio nacional,19849
anuncian,1792
descubrimiento,6298
estela,8100
conmemorativa,4870
anuncian descubrimiento,1798
descubrimiento estela,6299
estela conmemorativa,8101
conmemorativa uxmal,4871
uxmal yucatán,20631
yucatán inah,21170
inah informa,10377
avances salvamento,2585
arqueológico tren,2076
mantuvo,12215
septiembre 2022,18994
2022 mantuvo,328
mantuvo tendencia,12216
baja delitos,2818
delitos estrategia,6080
seguridad da,18830
da resultados,5797
positivos sspc,15412
percepción,14893
confía,4789
mejora percepción,12586
percepción social,14895
social seguridad,19262
pública pueblo,16843
méxico confía,13322
confía marina,4791
marina ejército,12255
ejército guardia,7159
visas,20953
temporales,19763
viajen,20851
celebra entrega,3838
entrega visas,7696
visas temporales,20954
temporales migrantes,19764
migrantes viajen,12855
viajen estados,20852
tamaulipas,19676
en tamaulipas,7491
tamaulipas estrategia,19678
seguridad dando,18831
resultados afirma,18068
méxico presenta,13451
presenta plan,15582
apoyo tamaulipas,1918
conversa,5292
presidente conversa,15790
conversa joseph,5294
biden migración,3086
migración cooperación,12820
desarrollo confirma,6234
confirma visita,4764
visita cumbre,20965
walmart,21116
bajar,2845
alimentos,1424
directivos walmart,6663
walmart palacio,21117
nacional establecen,13593
establecen compromiso,8006
compromiso bajar,4476
bajar precios,2847
precios alimentos,15467
atienden,2325
extranjeros atienden,8401
atienden convocatoria,2329
convocatoria trabajar,5343
rurales méxico,18360
méxico imss,13409
difundir,6606
cigarros,4095
electrónicos,7242
detrás,6499
vapeo,20753
llama difundir,11794
difundir daños,6608
daños cigarros,5861
cigarros electrónicos,4096
electrónicos cofepris,7243
presenta realidad,15586
realidad detrás,17010
detrás vapeo,6500
acumula,1012
continua,5122
19 acumula,142
acumula 14,1014
reducción continua,17377
mantenimiento,12183
carreteras,3693
libres,11693
autopistas,2456
22,387
procura mantenimiento,16325
mantenimiento carreteras,12184
carreteras libres,3695
libres autopistas,11694
autopistas inversión,2457
inversión 22,11092
22 mil,390
maya diciembre,12370
maya impulsará,12379
impulsará turismo,10343
turismo zonas,20383
arqueológicas región,2067
región sureste,17594
respetado,17980
imposibilita,10284
confrontación,4788
méxico respetado,13479
respetado países,17981
países mundo,14807
presidente amistad,15717
amistad diálogo,1512
diálogo estados,6810
unidos imposibilita,20484
imposibilita confrontación,10285
kuwait,11463
españa,7928
nacional cartas,13566
embajadores kuwait,7312
kuwait españa,11464
españa estado,7929
estado santa,8046
santa sede,18629
pasa,14682
congresos,4802
aprobación legisladores,1955
legisladores consolidar,11610
consolidar guardia,4950
nacional iniciativa,13618
iniciativa pasa,10783
pasa congresos,14683
congresos locales,4803
bienestar cobertura,3142
cobertura municipios,4225
municipios país,13204
acepta,847
renuncia,17745
horacio,10050
duarte,6899
olivares,14303
agencia,1207
presidente acepta,15704
acepta renuncia,850
renuncia horacio,17747
horacio duarte,10051
duarte olivares,6900
olivares titular,14304
titular agencia,19922
agencia nacional,1208
nacional aduanas,13550
aduanas méxico,1105
coloca,4283
sociedad,19289
gobierno 4t,9524
4t coloca,507
coloca bases,4284
bases lograr,2924
lograr sociedad,11954
sociedad mejor,19293
mejor justicia,12580
justicia igualdad,11385
méxico acumula,13281
acumula 13,1013
13 semanas,76
importar,10282
controlar,5261
importar alimentos,10283
alimentos permitirá,1430
permitirá controlar,14961
controlar inflación,5264
inflación precios,10616
consumidores presidente,5080
federal presenta,8617
convocatoria internacional,5339
internacional médicos,11027
especialistas garantizar,7957
garantizar derecho,9298
derecho salud,6181
salud méxico,18524
beatriz,2955
gutiérrez,9765
müller,13534
representará,17820
beatriz gutiérrez,2956
gutiérrez müller,9766
müller representará,13535
representará chile,17821
chile presidente,4035
presidente homenaje,15885
licencia,11703
anti,1659
licencia importación,11705
importación empresas,10268
empresas garantiza,7435
garantiza precios,9259
precios estables,15474
estables alimentos,8014
alimentos presidente,1432
destaca resultados,6426
resultados plan,18088
plan anti,15143
anti inflación,1660
espacial,7919
propósito,16538
espionaje,7982
aclara,874
acuerdo méxico,991
méxico rusia,13484
rusia materia,18367
materia espacial,12328
espacial propósito,7920
propósito espionaje,16542
espionaje aclara,7983
aclara presidente,876
rehabilitación refinería,17649
madero tamaulipas,12092
tamaulipas aumenta,19677
aumenta producción,2372
producción destaca,16337
muerte,13124
senador,18970
faustino,8517
vargas,20754
lamenta muerte,11542
muerte senador,13125
senador faustino,18971
faustino lópez,8518
lópez vargas,12075
tula,20368
esfuerzo,7894
celebra asamblea,3825
asamblea trabajadores,2130
trabajadores refinería,20051
refinería tula,17445
tula hidalgo,20370
hidalgo destaca,9922
destaca esfuerzo,6385
esfuerzo alcanzar,7895
alcanzar autosuficiencia,1378
evalúa,8228
salamanca,18432
guanajuato,9711
presidente evalúa,15847
evalúa avances,8230
avances rehabilitación,2582
refinería salamanca,17443
salamanca guanajuato,18433
minatitlán,12963
avances refinería,2581
refinería minatitlán,17441
minatitlán veracruz,12967
refinerías,17446
inicia gira,10735
supervisión refinerías,19587
refinerías nuevo,17450
nuevo complejo,14008
complejo olmeca,4394
olmeca tabasco,14314
detuvo,6501
alza,1472
descenso,6284
siguientes,19111
en septiembre,7489
septiembre inflación,18997
inflación detuvo,10613
detuvo tendencia,6502
tendencia alza,19769
alza presidente,1473
prevé descenso,16146
descenso siguientes,6289
siguientes meses,19113
nombra,13882
raquel,16944
buenrostro,3389
sánchez,19630
presidente nombra,15940
nombra raquel,13890
raquel buenrostro,16945
buenrostro sánchez,3390
sánchez nueva,19631
nueva titular,13987
titular secretaría,19929
secretaría economía,18697
cifra,4088
21,364
puestos,16797
empleos alcanza,7363
alcanza cifra,1366
cifra récord,4092
récord 21,18387
21 millones,368
millones puestos,12946
puestos trabajo,16798
trabajo septiembre,20097
at,2208
interés,11061
telecomunicaciones,19737
nacional directivos,13584
directivos at,6656
at mantienen,2209
mantienen interés,12211
interés mejorar,11063
mejorar telecomunicaciones,12605
telecomunicaciones afirma,19738
salida,18466
tatiana,19701
clouthier,4187
carrillo,3698
anuncia salida,1783
salida tatiana,18471
tatiana clouthier,19702
clouthier carrillo,4188
carrillo secretaría,3700
eliminará,7273
obstáculos,14214
reducirá,17412
consumidor,5073
licencia empresas,11704
empresas alimentos,7424
alimentos eliminará,1428
eliminará obstáculos,7274
obstáculos reducirá,14216
reducirá precios,17415
precios consumidor,15472
consumidor afirma,5074
2028,360
reconoce senadores,17222
aprobación permanencia,1960
permanencia fuerzas,14934
armadas 2028,2026
3m,471
directivos empresa,6658
empresa 3m,7390
3m agradece,472
agradece respaldo,1237
respaldo pandemia,17968
analiza creación,1604
creación línea,5497
línea aérea,12069
aérea nacional,2715
regiones,17560
alta,1445
marginación,12238
especialistas llegan,7959
llegan regiones,11898
regiones alta,17561
alta marginación,1448
marginación través,12240
través plan,20282
resolverán,17937
definitivamente,6013
necesidades,13780
aicm,1319
2023 resolverán,349
resolverán definitivamente,17938
definitivamente necesidades,6015
necesidades aifa,13781
aifa aicm,1326
aicm asegura,1321
apertura,1821
privada,16267
acuerdo apertura,978
apertura inflación,1823
inflación carestía,10611
carestía gobierno,3659
méxico iniciativa,13415
iniciativa privada,10784
privada reducirá,16271
reducirá costo,17413
costo canasta,5468
demostró,6127
inclinación,10471
el pueblo,7171
pueblo demostró,16721
demostró inclinación,6128
inclinación igualdad,10472
igualdad justicia,10209
amlo elecciones,1530
sucursal,19453
mitla,13015
presencia,15547
inaugura sucursal,10419
sucursal banco,19455
bienestar mitla,3194
mitla oaxaca,13016
oaxaca institución,14061
institución presencia,10894
presencia estado,15550
estado afirma,8027
marinos,12268
familiares marinos,8485
marinos fallecidos,12270
fallecidos tabasco,8446
supervisa acciones,19529
acciones apoyo,798
afectados huracán,1164
me,12480
siento,19077
bien,3094
cuento,5628
gente,9441
me siento,12481
siento bien,19078
bien cuento,3096
cuento apoyo,5629
apoyo gente,1894
gente afirma,9442
presidente salud,16027
representantes,17799
safran,18418
invirtiendo,11156
reúne representantes,18223
representantes safran,17817
safran seguirán,18419
seguirán invirtiendo,18797
invirtiendo país,11157
alemania,1389
méxico ofrece,13435
ofrece ayuda,14273
ayuda alemania,2672
alemania cuba,1391
cuba materia,5612
materia energética,12326
públicas sanas,16850
sanas impulsan,18601
desarrollo programas,6262
bienestar afirma,3114
incorporan,10501
turística,20390
proyecto tren,16639
maya promueve,12392
promueve salvamento,16476
arqueológico sureste,2075
sureste sitios,19606
sitios quintana,19206
roo incorporan,18316
incorporan ruta,10502
ruta turística,18377
defunciones,6016
continuas,5154
baja defunciones,2816
defunciones covid,6018
registra reducción,17571
casos once,3759
once semanas,14328
semanas continuas,18941
federación trabaja,8565
trabaja rescate,20030
issste afirma,11205
ciudadanía,4136
calles,3478
desempeño,6306
federal llama,8606
llama ciudadanía,11781
ciudadanía evaluar,4137
evaluar presencia,8226
presencia ejército,15548
ejército calles,7158
calles desempeño,3479
desempeño guardia,6307
beneficia,2986
pobreza,15273
entidades,7643
bienestar beneficia,3127
beneficia 200,2987
200 mil,264
mil familias,12891
familias situación,8508
situación pobreza,19216
pobreza cuatro,15274
cuatro entidades,5603
verdad,20825
ayotzinapa,2661
deber,5894
gobierno mantiene,9570
mantiene compromiso,12193
compromiso conocer,4481
conocer verdad,4885
verdad caso,20827
caso ayotzinapa,3740
ayotzinapa presidente,2667
presidente hacer,15883
hacer justicia,9828
justicia deber,11381
deber estado,5895
obras tren,14208
maya quintana,12395
se,18663
activa,895
dn,6822
iii,10220
magnitud,12111
tecomán,19722
se activa,18665
activa plan,896
plan dn,15155
dn iii,6823
iii sismo,10224
sismo magnitud,19172
magnitud tecomán,12112
tecomán colima,19723
consulta,5060
ciudadana,4121
tareas,19691
propone consulta,16509
consulta ciudadana,5061
ciudadana guardia,4127
nacional permanencia,13642
armadas tareas,2042
tareas seguridad,19694
distribuidores,6780
méxico alcanza,13284
alcanza acuerdo,1365
acuerdo productores,997
productores distribuidores,16369
distribuidores alimentos,6781
alimentos controlar,1425
es necesario,7834
necesario consolidar,13773
nacional favor,13598
favor paz,8527
paz reafirma,14746
réplica,18394
población tras,15261
tras réplica,20243
réplica sismo,18396
sismo michoacán,19173
michoacán presidente,12800
pormenores,15378
fallecen,8438
presidente reporta,16011
reporta pormenores,17776
pormenores sismo,15379
sismo dos,19169
dos personas,6874
personas fallecen,15003
fallecen ciudad,8439
sólida,19638
generan,9423
panorama,14571
favorable,8534
méxico sólida,13499
sólida presidente,19639
presidente finanzas,15863
sanas generan,18600
generan panorama,9427
panorama favorable,14572
favorable afirma,8535
méxico alemania,13285
alemania dialogan,1392
dialogan fortalecer,6551
fortalecer relación,8952
relación bilateral,17692
frank,9048
walter,21118
steinmeier,19417
presidente lópez,15927
obrador recibe,14169
oficial frank,14251
frank walter,9049
walter steinmeier,21119
steinmeier presidente,19418
presidente alemania,15713
bajo,2851
19 alcanzan,146
alcanzan nivel,1374
nivel bajo,13833
bajo méxico,2853
méxico gran,13402
gran país,9640
presidente tras,16051
agosto,1215
homicidio secuestro,10019
mantienen baja,12203
baja agosto,2809
agosto avanza,1217
avanza pacificación,2628
pacificación país,14483
país sspc,14790
evaluación,8220
coalcomán,4216
seguimiento acciones,18768
acciones atención,800
atención evaluación,2224
evaluación daños,8221
daños tras,5870
epicentro coalcomán,7761
coalcomán michoacán,4217
simulacro,19128
actitud,892
responsable,18028
participa simulacro,14622
simulacro nacional,19129
destaca actitud,6355
actitud responsable,894
responsable población,18029
cumplirán,5746
presidente asegura,15732
asegura cumplirán,2137
cumplirán compromisos,5747
compromisos gobierno,4531
1985,241
2017,267
homenaje víctimas,10010
víctimas sismos,21105
sismos 1985,19178
1985 2017,242
humanos,10141
armadas guardia,2034
nacional garantizan,13607
garantizan seguridad,9288
seguridad respeto,18883
respeto derechos,18002
derechos humanos,6194
humanos presidente,10148
tregua,20286
desfile,6311
212,377
independencia,10535
propone tregua,16524
tregua paz,20289
paz desfile,14736
desfile 212,6313
212 aniversario,378
aniversario independencia,1642
invitados,11176
festejos,8716
patrios,14714
simbolizan,19121
luchas,11996
invitados festejos,11177
festejos patrios,8719
patrios simbolizan,14716
simbolizan ideales,19122
ideales luchas,10188
luchas justicia,11997
cívico,5780
obrador desfile,14150
desfile cívico,6314
cívico militar,5782
militar 212,12912
muera,13122
corrupción,5438
clasismo,4163
racismo,16921
muera corrupción,13123
corrupción clasismo,5444
clasismo racismo,4165
racismo presidente,16925
presidente 212,15696
participará,14655
ejército participará,7161
participará tareas,14656
seguridad 2028,18812
2028 destaca,361
inocentes,10844
privadas,16273
procura justicia,16324
justicia personas,11394
personas inocentes,15005
inocentes privadas,10845
privadas libertad,16275
grito,9688
festejo,8713
aniversario grito,1641
grito independencia,9689
independencia es,10538
es festejo,7830
festejo cívico,8714
cívico importante,5781
importante país,10281
continuar,5125
semar deben,18945
deben continuar,5890
continuar respaldo,5129
respaldo seguridad,17971
pública consolidar,16828
175,126
gesta,9448
heroica,9908
conmemora 175,4829
175 aniversario,127
aniversario gesta,1640
gesta heroica,9449
heroica niños,9910
niños héroes,13855
héroes chapultepec,10170
estadounidenses,8067
blinken,3297
autoridades estadounidenses,2466
estadounidenses respetarán,8073
energética méxico,7557
méxico destaca,13355
tras reunión,20241
reunión blinken,18127
nueve,13997
menores,12642
baja nueve,2829
nueve semanas,13999
consecutivas avanza,4900
avanza vacunación,2639
vacunación niñas,20664
niños menores,13857
menores 12,12643
12 años,61
2024,351
transformación garantiza,20170
garantiza abasto,9237
abasto compra,688
compra medicamentos,4416
medicamentos 2024,12517
secretaria,18678
reúne secretario,18224
secretario estado,18688
estado secretaria,8047
secretaria comercio,18679
comercio estados,4344
unidos palacio,20492
experiencia,8315
equipo,7799
técnico,20407
rescatar,17875
mina,12958
pinabete,15122
cfe experiencia,3963
experiencia equipo,8316
equipo técnico,7804
técnico rescatar,20408
rescatar trabajadores,17881
trabajadores mina,20045
mina pinabete,12960
pinabete afirma,15123
unidos mantienen,20488
mantienen relación,12213
relación respeto,17702
respeto soberanía,18012
soberanía materia,19231
energética afirma,7554
16,108
fijará,8742
discurso 16,6712
16 septiembre,113
septiembre paz,18999
presidente fijará,15862
fijará postura,8743
postura conflicto,15427
constatar,4975
reinicio,17669
presidente visita,16060
visita presa,20984
presa el,15539
zapotillo jalisco,21208
jalisco constatar,11248
constatar reinicio,4977
reinicio obra,17671
estamos,8076
domando,6842
inseguridad,10848
estamos domando,8077
domando inseguridad,6843
inseguridad acciones,10849
acciones bienestar,803
sagrados,18422
wixárica,21128
recibe proyecto,17114
proyecto decreto,16627
decreto proteger,5959
proteger sitios,16579
sitios sagrados,19207
sagrados pueblo,18423
pueblo wixárica,16751
ayeri,2659
llama terminar,11846
terminar racismo,19816
racismo presenta,16924
resultados programas,18093
pueblo ayeri,16713
ayeri nayarit,2660
culturas,5686
huajicori,10106
continuará apoyo,5134
apoyo protección,1915
protección culturas,16555
culturas indígenas,5688
indígenas presidente,10580
anuncia instalación,1731
instalación universidad,10881
universidad huajicori,20527
escucha,7872
dam,5804
mezquital,12791
presidente escucha,15841
escucha necesidades,7873
necesidades pueblo,13782
pueblo dam,16720
dam mezquital,5805
mezquital durango,12792
durango atenderán,6910
atenderán través,2282
restablece,18039
bienestar restablece,3228
restablece sistema,18040
sistema garantizar,19189
garantizar cobro,9295
delictiva zacatecas,6065
zacatecas aplicación,21182
apoyo programas,1914
reina,17660
isabel,11195
ii,10215
obrador lamenta,14159
fallecimiento reina,8459
reina isabel,17661
isabel ii,11196
samsung,18576
dialoga directivos,6535
directivos samsung,6662
samsung construcción,18577
construcción energía,5011
mensual,12662
reconoce acciones,17194
acciones salvamento,840
maya inah,12380
inah presenta,10378
presenta informe,15575
informe mensual,10672
mensual avances,12663
buscará,3403
aumento,2395
precio,15461
tortilla,20007
gobierno buscará,9537
buscará soluciones,3405
soluciones aumento,19343
aumento precio,2401
precio tortilla,15465
tortilla afirma,20008
vamos,20734
patrio,14712
vamos celebrar,20738
celebrar independencia,3868
independencia presidente,10543
invita festejo,11166
festejo patrio,8715
patrio zócalo,14713
credenciales seis,5536
seis embajadores,18908
integra,10933
conocimientos,4890
comunitarios,4580
prepara,15508
bienestar integra,3177
integra medicina,10934
tradicional conocimientos,20112
conocimientos comunitarios,4891
comunitarios gobierno,4581
federal prepara,8616
prepara histórica,15512
histórica ley,9956
ley materia,11646
paquete,14583
financiamiento,8771
paquete económico,14586
económico 2023,7029
2023 prioriza,347
prioriza aumento,16249
aumento presupuesto,2403
presupuesto programas,16108
bienestar garantiza,3165
garantiza financiamiento,9248
financiamiento obras,8772
alcanzados,1371
apoyo familiares,1891
familiares trabajadores,8490
pinabete protección,15124
civil informa,4146
informa acuerdos,10630
acuerdos alcanzados,1007
respetuosa,18016
productiva,16357
privado,16276
federal mantiene,8609
mantiene relación,12199
relación respetuosa,17703
respetuosa productiva,18017
productiva sector,16361
sector privado,18718
privado asegura,16278
fuertes,9113
mexicana fuertes,12730
fuertes mundo,9114
conviene,5307
blindaje,3290
legal,11598
militarización,12924
reforma guardia,17471
nacional conviene,13574
conviene pueblo,5309
presidente blindaje,15749
blindaje legal,3291
legal militarización,11599
militarización afirma,12925
muros,13208
fronterizos,9094
contener,5110
fenómeno,8677
requiere,17841
presidente rechaza,15992
rechaza construcción,17077
construcción muros,5017
muros fronterizos,13209
fronterizos contener,9095
contener migración,5114
migración fenómeno,12825
fenómeno requiere,8679
requiere atender,17842
causas afirma,3783
turistas,20384
acercará turistas,865
turistas zonas,20385
arqueológicas campeche,2060
campeche destaca,3548
estricto,8159
apego,1818
destaca reinicio,6420
reinicio tramo,17672
obra construye,14109
construye con,5050
con estricto,4596
estricto apego,8160
apego ley,1819
ley afirma,11636
relación diálogo,17695
diálogo cooperación,6805
cooperación presidente,5357
destaca respeto,6425
respeto biden,17998
biden soberanía,3092
materializa,12335
manejo eficiente,12141
eficiente presupuesto,7108
presupuesto materializa,16102
materializa proyectos,12336
estratégicos presidente,8156
profesionalización,16392
valores,20732
iniciativa reforma,10786
nacional garantizará,13608
garantizará profesionalización,9326
profesionalización valores,16393
valores afirma,20733
demuestran,6131
saliendo,18472
adelante,1031
resultados demuestran,18076
demuestran méxico,6132
méxico saliendo,13487
saliendo adelante,18473
adelante afirma,1032
presidente cuarto,15795
cuarto informe,5598
informe gobierno,10666
obrador cuarto,14148
equipos,7805
ligas,11718
directivos equipos,6659
equipos grandes,7806
grandes ligas,9648
ligas béisbol,11719
saldará,18454
méxico saldará,13485
saldará deuda,18455
deuda histórica,6508
histórica bienestar,9953
guerrero presidente,9754
pablo,14473
daniel,5822
taddei,19667
arriola,2102
director,6666
litiomx,11762
anuncia pablo,1751
pablo daniel,14474
daniel taddei,5824
taddei arriola,19668
arriola nuevo,2103
nuevo director,14010
director litiomx,6671
diplomático,6640
gilberto,9461
bosques,3342
saldívar,18464
reconocimiento,17234
unesco,20437
contribuciones,5212
humanitarias,10136
entrega familiares,7673
familiares diplomático,8482
diplomático gilberto,6641
gilberto bosques,9462
bosques saldívar,3343
saldívar reconocimiento,18465
reconocimiento unesco,17238
unesco contribuciones,20438
contribuciones humanitarias,5213
detiene,6488
recibirán,17144
indemnización,10533
brevedad,3357
coahuila detiene,4205
detiene presidente,6489
presidente familiares,15855
familiares recibirán,8489
recibirán indemnización,17157
indemnización brevedad,10534
encima,7527
desafíos,6205
méxico garantizará,13400
garantizará derecho,9319
salud encima,18507
encima desafíos,7528
desafíos afirma,6206
ciclo,4045
delfina,6044
leticia,11630
ramírez,16935
inicia ciclo,10726
ciclo escolar,4048
escolar 2022,7857
2022 2023,316
2023 delfina,341
delfina gómez,6045
gómez presenta,9781
informe resultados,10679
resultados sep,18096
sep da,18989
bienvenida nueva,3257
nueva secretaria,13984
secretaria leticia,18683
leticia ramírez,11631
reforzamiento,17493
recuperar,17312
cuerpos,5630
mayor,12416
anuncia reforzamiento,1775
reforzamiento acciones,17494
acciones recuperar,835
recuperar cuerpos,17313
cuerpos mineros,5632
coahuila familiares,4207
recibirán mayor,17159
mayor indemnización,12422
transformación construye,20164
construye apoyo,5049
apoyo trabajadores,1919
trabajadores cfe,20039
cfe presidente,3970
objetivo,14088
conectar,4717
llama trabajadores,11847
cfe lograr,3968
lograr objetivo,11951
objetivo conectar,14090
conectar internet,4718
internet país,11038
privatizaciones,16286
transformación impulsará,20173
impulsará mecanismo,10339
mecanismo evitar,12502
evitar privatizaciones,8253
privatizaciones cfe,16287
cfe anuncia,3959
protegerán,16588
apoyo gobierno,1896
méxico trabajadores,13504
cfe protegerán,3973
protegerán derechos,16589
derechos afirma,6191
plan conectividad,15149
conectividad internet,4730
internet presupuesto,11040
presupuesto garantizado,16100
800,622
antenas,1655
instalación mil,10879
mil 800,12878
800 antenas,623
antenas país,1656
país acercará,14751
acercará servicio,864
servicio internet,19020
hogares,9987
millones hogares,12941
hogares presupuesto,9993
presupuesto prioriza,16107
prioriza adultos,16248
mayores indígenas,12437
