id_token,token
compromete analizar,4439
analizar tiempos,1617
tiempos oficiales,19891
cursos,5754
anuncia próximo,1763
próximo inicio,16678
inicio cursos,10801
cursos nueva,5755
nueva universidad,13988
pese obstáculos,15030
obstáculos avanza,14215
avanza cuarta,2614
amlo se,1552
se logrado,18671
logrado tiempo,11948
tiempo afirma,19881
pitcher,15138
astros,2188
recibe pitcher,17109
pitcher astros,15139
astros palacio,2189
someter,19350
espera,7975
celebra someter,3858
someter gestión,19351
gestión revocación,9454
mandato espera,12134
espera reducción,7976
reducción presupuesto,17386
actúan,947
instituciones gobierno,10888
méxico actúan,13280
actúan hacer,948
amlo donald,1529
ataque,2211
familia,8472
lamenta ataque,11537
ataque familia,2212
familia lebarón,8473
lebarón compromete,11591
amlo recibe,1549
recibe alberto,17090
fernández mandatario,8691
mandatario electo,12123
electo argentina,7198
mostrar,13102
compromete mostrar,4453
mostrar avances,13103
avances proyectos,2579
pueblo balance,16714
positivo desarrollo,15402
monumental,13075
muertos,13129
inaugura ofrenda,10406
ofrenda monumental,14290
monumental día,13076
día muertos,6936
pinos,15127
subasta los,19427
los pinos,11972
pinos financiará,15128
financiará compra,8778
compra instrumentos,4415
bandas oaxaca,2874
dialogan presidente,6553
presidente primer,15967
vivirá,21039
méxico vivirá,13515
vivirá nueva,21040
nueva etapa,13970
etapa servicios,8200
culiacán,5660
compromete continuar,4444
continuar ejercicio,5126
ejercicio transparencia,7148
caso culiacán,3742
panamá reúnen,14558
juventud,11412
scholas,18652
destaca política,6410
atención juventud,2230
juventud 4º,11413
4º encuentro,521
encuentro mundial,7545
mundial jóvenes,13174
jóvenes scholas,11446
relatoría,17711
transparencia hechos,20206
hechos culiacán,9885
culiacán presentan,5661
presentan relatoría,15629
celebra suma,3859
suma esfuerzos,19487
esfuerzos prevenir,7913
prevenir consumo,16131
fortalecimiento campaña,8972
campaña consumo,3537
historiador,9949
semo,18962
cabrera,3436
olvidados,14315
inaugura historiador,10399
historiador enrique,9950
enrique semo,7626
semo sala,18963
sala daniel,18430
daniel cabrera,5823
cabrera olvidados,3437
olvidados palacio,14316
triunfos,20343
reconoce triunfos,17227
triunfos electorales,20344
electorales argentina,7224
argentina bolivia,2008
tradiciones,20115
importancia preservar,10273
preservar costumbres,15662
costumbres tradiciones,5474
tradiciones lenguas,20116
lenguas cultura,11626
cultura pueblos,5670
impulsa reconciliación,10308
reconciliación pueblos,17191
guariji,9720
presidente atenderá,15737
atenderá demandas,2275
demandas pueblos,6096
pueblos mayo,16760
mayo guariji,12414
guariji yaqui,9721
yaqui etchojoa,21155
preservar culturas,15663
compromete pueblos,4456
pueblos guarijío,16757
guarijío mayo,9723
reafirmará,17004
destino,6456
confiable,4742
mec reafirmará,12495
reafirmará méxico,17005
méxico destino,13356
destino confiable,6457
confiable afirma,4743
avanza industria,2624
construcción proyectos,5024
infraestructura asegura,10690
defensora,5997
rosario,18325
entrega medalla,7676
domínguez 2019,6854
2019 defensora,278
defensora derechos,5998
humanos rosario,10149
rosario ibarra,18326
ibarra piedra,10175
recomienda austeridad,17182
austeridad municipios,2432
municipios mantendrá,13202
mantendrá política,12164
política seguridad,15340
dirige,6680
presidente dirige,15818
dirige carta,6681
carta servidores,3709
públicos pide,16868
pide participar,15100
participar asuntos,14643
asuntos partidos,2205
desmienten,6331
condonación,4711
presidente funcionarios,15871
funcionarios sat,9141
sat desmienten,18645
desmienten condonación,6332
condonación impuestos,4712
costa,5465
méxico costa,13339
costa rica,5466
rica reúnen,18236
nacional salud,13667
nuestra programa,13960
reconstrucción impulsan,17243
impulsan rehabilitación,10319
rehabilitación instalaciones,17641
instalaciones escolares,10871
escolares oaxaca,7862
coordinadores,5397
compromete rescatar,4459
rescatar centros,17877
centros coordinadores,3920
coordinadores indígenas,5398
indígenas impulsar,10577
impulsar bandas,10322
respaldar,17953
nochixtlán,13879
compromete respaldar,4460
respaldar víctimas,17954
víctimas nochixtlán,21102
gira comunidades,9466
tenemos,19777
tenemos cuidar,19778
cuidar vida,5652
vida guerra,20880
guerra afirma,9735
amlo fin,1534
fin gira,8750
gira hospitales,9469
optó,14408
sinaloa gabinete,19143
seguridad optó,18863
optó proteger,14409
proteger vida,16581
vida personas,20890
personas presidente,15010
sostienen,19403
cuba sostienen,5617
sostienen encuentro,19404
encuentro oficial,7546
oficial palacio,14258
instruye inaugurar,10914
inaugurar aeropuerto,10441
ángeles marzo,21255
marzo 2022,12284
2022 transparentar,332
transparentar construcción,20212
inicio construcción,10799
unirán,20507
federal microsoft,8611
microsoft unirán,12809
unirán esfuerzos,20508
esfuerzos educación,7905
educación corrupción,7062
destaca inversiones,6398
inversiones creación,11078
empleos sector,7386
penúltima,14883
aprobación revocación,1965
mandato penúltima,12135
penúltima visita,14884
visita hospitales,20971
hospitales rurales,10091
slp próxima,19224
semana presentará,18932
confirman incremento,4767
presupuestal seguridad,16082
informe nacional,10674
pésame,16818
misiva,12998
envía pésame,7750
pésame titular,16819
titular sre,19931
sre fallecimiento,19409
fallecimiento padre,8456
padre prepara,14510
prepara nueva,15513
nueva misiva,13974
misiva legisladores,12999
legisladores eua,11613
quintín baja,16908
visita hospital,20970
rural el,18343
el fuerte,7167
fuerte sinaloa,9112
sinaloa anuncia,19136
acciones fortalecimiento,816
fortalecimiento campo,8973
campo entidad,3566
lanza,11551
bola,3311
guasave,9725
presidente lanza,15918
lanza primera,11553
primera bola,16184
bola reinauguración,3312
reinauguración estadio,17666
estadio guasave,8022
guasave sinaloa,9726
bienestar mazatlán,3189
mazatlán informa,12460
concretarse,4679
avanza aprobación,2602
mec podría,12492
podría concretarse,15295
concretarse octubre,4680
octubre presidente,14233
petroleras,15068
pide resultados,15104
resultados empresas,18079
empresas petroleras,7439
vida programa,20893
programa grande,16404
grande creación,9644
empleos historia,7373
historia presidente,9945
todo,19971
todo respaldo,19972
respaldo gobierno,17965
federal guerrero,8599
guerrero asegura,9742
rural la,18346
la unión,11486
solicita legisladores,19305
estadounidenses apoyo,8069
apoyo aprobación,1880
conocerán,4886
finales octubre,8765
octubre conocerán,14230
conocerán causas,4887
causas caída,3784
caída helicóptero,3795
helicóptero gobernadora,9894
gobernadora puebla,9504
destaca relaciones,6421
relaciones inmejorables,17688
inmejorables sector,10835
bienestar presentan,3210
presentan avance,15603
avance 35,2528
35 son,461
son palabra,19361
palabra reitera,14539
huajuapan,10107
ampliación hospitales,1569
hospitales centros,10083
centros salud,3922
salud beneficiará,18495
beneficiará unidad,3038
unidad huajuapan,20449
huajuapan oaxaca,10108
oaxaca anuncia,14053
triquis,20325
anuncia pavimentación,1752
pavimentación caminos,14722
caminos oaxaca,3528
oaxaca busca,14055
busca acuerdo,3394
acuerdo paz,995
paz triquis,14748
en 15,7446
15 días,97
días presentará,6953
presentará programa,15651
nacional rescate,13665
salud anuncia,18489
instruye incrementar,10915
incrementar seguridad,10514
seguridad puebla,18875
puebla mejorar,16701
mejorar caminos,12600
caminos visita,3533
visita 70,20957
70 hospitales,598
estatales municipales,8093
municipales rehabilitar,13192
rehabilitar caminos,17657
realiza visita,17024
visita número,20979
número 69,14048
69 hospitales,591
ixtepec,11230
informa acciones,10629
acciones salud,839
bienestar hospital,3174
hospital ixtepec,10063
ixtepec puebla,11231
huachicol,10104
apoyo campo,1881
campo puebla,3574
puebla combatir,16697
combatir huachicol,4307
huachicol presenta,10105
presenta incidencia,15574
graduación,9634
sargentos,18639
ceremonia graduación,3931
graduación escuela,9635
escuela militar,7877
militar sargentos,12917
prioritaria,16238
inicia la,10739
nuestra puebla,13961
puebla planteles,16704
planteles indígenas,15205
indígenas recibirán,10583
recibirán atención,17148
atención prioritaria,2248
recibe empresarios,17100
empresarios sonora,7419
sonora palacio,19377
ciudadanos,4134
acudieron,949
reconoce ciudadanos,17198
ciudadanos acudieron,4135
acudieron llamado,950
llamado paz,11865
bid,3080
reúne titular,18227
titular bid,19923
tlatelolco,19947
llama paz,11827
paz 51,14730
51 años,544
años represión,2786
represión tlatelolco,17825
narda,13717
presidente coordinación,15792
coordinación nacional,5382
civil atender,4144
afectaciones narda,1153
foros,8920
política social,15341
social cuarta,19250
transformación foros,20169
foros naciones,8921
productos,16379
básicos,3412
cosechas,5464
aplicación precios,1836
garantía productos,9336
productos básicos,16380
básicos productores,3414
productores reciben,16377
reciben 40,17119
40 cosechas,477
permanentes,14940
anuncia 20,1690
20 mil,254
empleos permanentes,7378
permanentes chihuahua,14941
chihuahua aplicación,4016
aplicación sembrando,1840
programa rescate,16425
salud dará,18501
dará prioridad,5836
prioridad hospitales,16230
hospitales zonas,10093
marginadas afirma,12243
salud chihuahua,18499
chihuahua reconoce,4025
reconoce desempeño,17201
desempeño trabajadores,6308
buenaventura,3383
presidente iniciar,15902
iniciar obras,10764
obras reparación,14205
reparación hospital,17755
san buenaventura,18583
buenaventura imss,3384
compromete evaluar,4447
evaluar construcción,8225
hospital coahuila,10056
ejemplares,7129
anuncia distribución,1718
distribución 10,6770
mil ejemplares,12887
ejemplares plan,7130
nacional desarrollo,13582
encontrar,7531
limitaciones,11722
encontrar 43,7532
normalistas prioridad,13916
prioridad limitaciones,16233
limitaciones afirma,11723
vaticano,20760
reúne nuevo,18216
méxico vaticano,13513
hsbc,10102
destaca confianza,6372
confianza hsbc,4748
hsbc méxico,10103
socio,19296
presidente denuncia,15807
denuncia registro,6137
registro ilegal,17583
ilegal socio,10228
socio empresas,19297
empresas veracruz,7444
avances rescate,2583
petrolera destaca,15063
presidente inversiones,15911
inversiones sureste,11083
beisbolistas,2976
triunfo jóvenes,20337
jóvenes beisbolistas,11436
beisbolistas reafirma,2977
compromiso deporte,4487
deporte nacional,6157
refinerías incrementan,17448
incrementan 50,10510
50 producción,532
producción meta,16342
meta alcanzar,12694
alcanzar 75,1377
75 finales,613
finales 2020,8763
2020 anuncia,285
relata,17709
momentos,13060
breve,3355
presidente relata,16008
relata momentos,17710
momentos históricos,13061
históricos usumacinta,9983
usumacinta breve,20605
breve visita,3356
mamantel,12120
61,571
recorridos,17271
cumple mamantel,5707
mamantel campeche,12121
campeche 61,3542
61 recorridos,573
recorridos hospitales,17272
rurales imss,18358
tabasqueña,19666
celebra 61,3815
61 aniversario,572
aniversario radiodifusora,1648
radiodifusora tabasqueña,16932
maya dará,12365
dará trabajo,5838
trabajo bienestar,20077
campeche asegura,3545
número 60,14047
60 hospitales,565
juega,11328
softball,19298
yucatecos,21162
presidente juega,15914
juega softball,11329
softball yucatecos,19299
medicamentos hará,12529
hará méxico,9869
méxico si,13491
si precios,19067
justos afirma,11409
cederá,3804
chantajes,3980
en compra,7458
medicamentos gobierno,12527
gobierno cederá,9538
cederá chantajes,3805
chantajes presidente,3981
haga,9848
negocio,13801
constructora,5037
ticul,19879
no permitiremos,13870
permitiremos nadie,14958
nadie haga,13711
haga negocio,9849
negocio salud,13802
salud pueblo,18534
pueblo dice,16723
presidente constructora,15788
constructora hospital,5038
hospital ticul,10073
rural izamal,18345
izamal yucatán,11238
yucatán presenta,21173
resalta seguridad,17863
yucatán es,21169
es ejemplo,7828
seguir afirma,18778
justicia atención,11377
violencia claves,20936
claves garantizar,4173
honra,10047
presidente honra,15890
honra víctimas,10049
sismos mexicanos,19180
mexicanos solidarios,12784
solidarios protección,19329
civil estamos,4145
estamos preparados,8079
macrosimulacro,12079
anuncia macrosimulacro,1737
macrosimulacro 19,12080
19 septiembre,216
estima concluir,8111
concluir 2020,4637
2020 reconstrucción,295
zacualtipán,21188
venta avión,20788
presidencial beneficiará,15678
beneficiará zacualtipán,3039
zacualtipán hidalgo,21189
hidalgo anuncia,9920
presidente gira,15877
gira pueblos,9473
indígenas méxico,10578
oposición,14399
celebra actitud,3818
actitud oposición,893
oposición llama,14400
unidad reconciliación,20454
participación guardia,14632
nacional programas,13649
bienestar desfile,3150
desfile militar,6316
militar 2019,12910
honra comunidades,10048
indígenas cultura,10575
cultura paz,5669
paz primer,14744
primer grito,16167
209,362
fotogalería 209,9008
209 aniversario,363
exhiben,8285
música cultura,13529
cultura tradiciones,5671
tradiciones méxico,20117
méxico exhiben,13384
exhiben fiesta,8286
fiesta independencia,8734
festival,8720
invita festival,11167
festival culturas,8721
culturas méxico,5690
floral,8835
172,120
encabeza ofrenda,7512
ofrenda floral,14288
floral niños,8836
héroes 172,10168
172 aniversario,121
heroica chapultepec,9909
fortalecer memoria,8948
histórica méxico,9957
cívica,5778
invita fiesta,11168
fiesta cívica,8733
cívica 209,5779
ixmiquilpan,11227
número 54,14046
54 hospitales,548
bienestar ixmiquilpan,3178
ixmiquilpan hidalgo,11228
bilaterales,3267
destaca sanas,6428
sanas relaciones,18604
relaciones bilaterales,17684
bilaterales eua,3268
eua flujo,8214
migratorio alcanza,12860
alcanza reducción,1369
reducción 58,17373
conversa donald,5293
compromiso familiares,4495
familiares 43,8478
43 estudiantes,492
fermaca,8686
672,585
negociación fermaca,13797
fermaca gasoductos,8687
gasoductos genera,9359
ahorros cfe,1310
cfe 672,3958
672 mdd,586
93,654
mayores derecho,12434
universal afirma,20510
presidente secretaría,16029
bienestar reporta,3227
reporta avance,17772
avance 93,2540
93 entrega,655
technit,19715
representantes grupo,17809
grupo technit,9695
económico 2020,7028
2020 garantiza,290
bienestar empleos,3154
empleos seguridad,7387
seguridad reactivación,18879
reactivación sector,16957
53,545
visitas,21008
suma 53,19484
53 visitas,546
visitas hospitales,21009
bienestar pef,3205
pef incluirá,14823
incluirá incremento,10475
presupuestal sector,16081
nuestro,13963
ideal,10183
nuestro ideal,13964
ideal estado,10184
entre,7654
lograremos,11957
entre lograremos,7655
lograremos extraordinario,11958
extraordinario sistema,8412
delictiva tamaulipas,6064
tamaulipas va,19682
baja afirma,2808
minero,12973
fondo minero,8883
minero invertirá,12975
invertirá mejoramiento,11123
mejoramiento infraestructura,12592
infraestructura escolar,10697
escolar anuncia,7858
hospitales slp,10092
charcas,3987
rural charcas,18340
charcas slp,3988
56,554
destaca buenos,6369
atención migración,2235
migración tres,12836
tres meses,20309
meses disminuye,12690
disminuye 56,6729
artista,2110
plástico,15228
toledo,19981
fallecimiento artista,8450
artista plástico,2111
plástico francisco,15229
francisco toledo,9047
parapanamericanos,14592
apoyos atletas,1922
juegos parapanamericanos,11336
autonomía,2445
poderes,15283
avanzar,2649
impartición,10247
respeto autonomía,17997
autonomía poderes,2446
poderes urge,15286
urge avanzar,20578
avanzar impartición,2650
impartición justicia,10248
dengue,6133
insecticidas,10847
prevenir dengue,16133
dengue garantiza,6134
garantiza secretaría,9265
salud abasto,18484
abasto insecticidas,691
nacional líder,13629
líder sindical,12056
sindical estados,19153
reúne empresarios,18194
empresarios yucatán,7421
investigados,11146
funcionarios jueces,9138
jueces investigados,11327
investigados caso,11147
fce vanguardia,8544
vanguardia proceso,20751
proceso transformación,16316
celebra esfuerzos,3839
esfuerzos consejo,7904
consejo comunicación,4913
comunicación corrupción,4550
resaltarán,17869
origen,14450
festejos independencia,8717
independencia resaltarán,10545
resaltarán origen,17870
origen conmemoración,14451
conmemoración riqueza,4857
guardería,9716
abc,694
reúne sonora,18226
sonora familiares,19371
víctimas guardería,21096
guardería abc,9717
seguridad infraestructura,18848
infraestructura sonora,10708
rescatar campo,17876
mayoría mexicanos,12456
mexicanos apoya,12767
apoya transformación,1860
transformación destaca,20166
primer orden,16174
orden asegura,14414
chignahuapan,4011
acciones juventud,825
juventud visita,11415
rural chignahuapan,18342
chignahuapan puebla,4012
inicio asambleas,10796
asambleas mejoramiento,2133
mejoramiento escuelas,12591
veracruzanos,20821
compromisos seguridad,4543
seguridad salud,18887
salud veracruzanos,18552
veracruzanos visita,20823
116,56
personas entregan,15002
entregan 116,7698
116 cuerpos,57
cuerpos familiares,5631
se atiende,18668
atiende abasto,2312
medicamentos presidente,12536
olimpiada,14301
conocimiento,4888
celebra estudiantes,3840
estudiantes olimpiada,8174
olimpiada conocimiento,14302
conocimiento infantil,4889
infantil 2019,10596
distinguen,6765
conservadurismo,4921
oportunidades jóvenes,14391
jóvenes distinguen,11442
distinguen conservadurismo,6766
conservadurismo presidente,4922
eni,7622
italiana,11215
representantes eni,17807
eni empresa,7623
empresa italiana,7396
italiana extracción,11216
extracción crudo,8380
afore,1197
baja comisiones,2814
comisiones afore,4353
afore aumenta,1198
aumenta pensión,2371
pensión trabajadores,14879
trabajadores ahorros,20036
ahorros garantizados,1313
garantizados asegura,9282
exitoso,8306
diálogo exitoso,6811
exitoso gasoductos,8308
afianza relaciones,1180
relaciones cuatro,17685
cuatro países,5604
países recepción,14811
recepción cartas,17069
educación fundamental,7064
fundamental progreso,9160
progreso justicia,16444
escolar 2019,7855
2020 inicia,293
inicia orden,10742
orden presidente,14416
delictiva tabasco,6063
marginadas país,12245
país deben,14764
deben contar,5889
contar mejores,5100
mejores servicios,12624
presidente chiapas,15766
ductos,6904
pobladores,15263
aledaños,1380
presidente privilegia,15969
privilegia diálogo,16296
empresas ductos,7429
ductos pobladores,6905
pobladores aledaños,15264
aledaños presa,1381
política austeridad,15326
austeridad foro,2426
foro banqueros,8915
sostiene encuentro,19400
encuentro empresarios,7542
empresarios chihuahua,7409
tragedias,20126
tomas,19998
llamado evitar,11860
evitar tragedias,8257
tragedias tomas,20128
tomas clandestinas,19999
clandestinas combustible,4158
resalta relación,17860
relación positiva,17701
positiva sector,15398
acepta cartas,848
embajadores seis,7314
seis países,18912
mantienen estabilidad,12208
estabilidad precios,7992
precios destaca,15473
equipar,7795
austeridad gobierno,2429
gobierno permitirá,9577
permitirá equipar,14963
equipar hospitales,7796
abandono,673
revisar abandono,18158
abandono unidades,674
unidades médicas,20457
médicas oaxaca,13238
08,8
miahuatlán,12793
18 08,129
08 19,9
19 versión,227
estenográfica diálogo,8105
diálogo comunidad,6803
comunidad hospital,4559
rural miahuatlán,18347
miahuatlán oaxaca,12794
recorrido,17269
resalta talento,17864
talento bandas,19670
oaxaqueñas recorrido,14083
recorrido sierra,17270
50 visitas,533
visitas presidente,21010
presidente hospitales,15891
acciones mejorar,828
mejorar sector,12603
salud visita,18553
rural sierra,18352
sierra oaxaca,19080
bienestar social,3239
social rescate,19261
energético seguridad,7566
pública prioridades,16840
reúne ganadoras,18200
ganadoras licitación,9227
licitación construir,11709
construir refinería,5044
colgarnos,4270
medallas,12509
entrenadores,7718
deportistas no,6166
no queremos,13871
queremos colgarnos,16884
colgarnos medallas,4271
medallas esfuerzo,12510
esfuerzo familias,7899
familias entrenadores,8496
entrenadores afirma,7719
llevarán,11930
da salida,5799
salida aeronaves,18467
aeronaves militares,1134
militares llevarán,12923
llevarán libros,11931
texto norte,19871
gratuitos entregarán,9673
entregarán tiempo,7717
tiempo anuncia,19882
define,6004
presidente define,15805
define acciones,6005
acciones impulsar,821
avanza creación,2613
empleos centroamérica,7368
centroamérica contener,3915
migración 35,12815
35 países,460
países respaldan,14812
respaldan plan,17951
plan integral,15160
integral desarrollo,10949
millonaria,12930
inversión millonaria,11108
millonaria dhl,12931
dhl méxico,6525
nacional acciones,13546
acciones ingreso,823
ingreso ilegal,10716
ilegal armas,10226
becas atletas,2961
atletas paralímpicos,2344
paralímpicos reconoce,14590
reconoce deuda,17202
deuda gobiernos,6507
gobiernos deportistas,9604
credenciales nuevos,5535
nuevos embajadores,14029
panamericanos,14554
beca,2957
atletas panamericanos,2343
panamericanos recibirán,14556
recibirán beca,17150
beca partir,2958
partir jueves,14678
jueves anuncia,11338
dedicados,5976
internacional juventud,11025
juventud avances,11414
programas dedicados,16434
dedicados sector,5978
jóvenes clave,11438
clave serenar,4170
recursos fondo,17341
minero beneficiarán,12974
beneficiarán municipios,3043
municipios realiza,13205
realiza extracción,17019
36,462
suma 36,19483
36 visitas,463
preventiva,16138
resalta importancia,17855
importancia medicina,10272
medicina preventiva,12544
orden afirma,14413
paciente,14475
visita paciente,20981
paciente hospital,14476
rural vicente,18353
guerrero durango,9749
acueducto durango,957
durango visita,6915
número 33,14045
33 hospitales,455
recibe propuestas,17113
propuestas pueblos,16537
indígenas reafirma,10582
reafirma respeto,16991
respeto comunidades,17999
delictiva durango,6052
titulares,19932
sader,18416
instruye titulares,10926
titulares sader,19933
sader segalmex,18417
segalmex supervisar,18761
supervisar entrega,19574
apoyos guadalupe,1933
guadalupe victoria,9710
victoria durango,20864
anuncia durango,1719
durango proyecto,6914
proyecto universidad,16640
universidad nacional,20528
nacional medicina,13631
fenómenos,8680
meteorológicos,12702
importancia prevención,10274
prevención fenómenos,16124
fenómenos meteorológicos,8681
ahorro,1302
ahorro gasto,1303
políticos destinará,15347
escritora,7868
elena,7255
poniatowska,15355
reúne escritora,18195
escritora elena,7869
elena poniatowska,7256
zhenli,21213
ye,21159
gon,9618
confirma subasta,4763
subasta casa,19424
casa confiscada,3720
confiscada zhenli,4770
zhenli ye,21214
ye gon,21160
denunciar,6139
plataforma denunciar,15210
denunciar actos,6140
actos corrupción,921
limpiar,11729
instruye limpiar,10917
limpiar corrupción,11730
corrupción administración,5439
administración general,1058
general aduanas,9405
recibe presidente,17111
presidente padre,15949
goldman,9614
sachs,18412
director goldman,6670
goldman sachs,9615
sachs palacio,18413
deportistas recibirán,6167
recibirán becas,17151
becas recursos,2970
recursos subasta,17359
subasta instituto,19426
dirigido,6683
marcelo,12227
ebrard,6961
ataque texas,2213
texas dirigido,19859
dirigido mexicanos,6684
mexicanos grandes,12775
grandes tragedias,9649
tragedias marcelo,20127
marcelo ebrard,12228
deportistas celebra,6164
celebra medallas,3846
medallas méxico,12511
méxico panamericanos,13439
terrorismo,19850
presidente urge,16057
urge controlar,20579
controlar venta,5267
venta armas,20787
armas eua,2047
eua analiza,8209
analiza denuncia,1605
denuncia terrorismo,6138
terrorismo texas,19851
matanza,12314
uso armas,20593
armas pide,2052
pide castigo,15094
responsables matanza,18032
matanza texas,12315
llama fraternidad,11808
universal tras,20521
tras ataque,20230
tiroteo,19919
ofrece atención,14272
atención mexicanos,2234
mexicanos víctimas,12786
víctimas tiroteo,21106
tiroteo texas,19920
salud educación,18505
educación sectores,7071
sectores atención,18723
prioritaria presidente,16239
salud incrementará,18517
incrementará inversión,10516
inversión sector,11116
presidente incremento,15896
presupuestal 40,16077
40 mil,479
pesos sector,15051
suma 23,19482
23 recorridos,394
rurales destaca,18357
gobierno visita,9600
visita puebla,20986
oportunidades bienestar,14385
base reducir,2919
reducir consumo,17406
drogas presidente,6896
sorpresa,19384
reconoce actuación,17195
actuación méxico,925
méxico juegos,13425
juegos panamericanos,11334
panamericanos prepara,14555
prepara sorpresa,15519
sorpresa atletas,19385
limpieza,11737
avanza limpieza,2626
limpieza sargazo,11738
sargazo caribe,18637
caribe cargo,3669
cargo secretaría,3666
empresarios michoacán,7414
funcionó,9146
no funcionó,13865
funcionó pronóstico,9147
pronóstico expertos,16494
expertos economía,8320
mexicana creció,12725
creció presidente,5530
migración reduce,12834
reduce flujo,17397
flujo 39,8840
39 ciento,470
postura atención,15426
inicia 1º,10724
1º agosto,248
agosto construcción,1218
recorre 24,17261
24 80,402
80 hospitales,620
rurales rescatar,18363
méxico comparte,13317
comparte programas,4385
sociales frenar,19279
frenar migración,9072
migración honduras,12829
número 22,14043
22 hospitales,388
rurales presidente,18361
salud seguridad,18544
rurales registran,18362
registran avance,17575
avance 25,2527
fortalecen cfe,8935
cfe presupuesto,3971
presupuesto trabajos,16112
trabajos mantenimiento,20105
convertirán,5302
rancho,16940
naucalpan,13735
decomisado,5939
convertirán universidad,5303
universidad rancho,20530
rancho naucalpan,16941
naucalpan decomisado,13736
decomisado delincuencia,5940
certifica,3942
notario,13938
presidente certifica,15763
certifica notario,3943
notario público,13939
público compromiso,16853
insumisa,10927
reúne líder,18212
líder francia,12054
francia insumisa,9039
insumisa palacio,10928
certificará,3950
presidente certificará,15764
certificará compromiso,3951
reelección notario,17424
abm,701
expresan,8352
reúne abm,18188
abm banqueros,702
banqueros expresan,2895
expresan confianza,8353
confianza méxico,4750
publicación,16686
estudio,8180
anuncia publicación,1764
publicación estudio,16687
estudio impacto,8181
impacto ambiental,10236
ambiental aeropuerto,1483
aval,2518
destaca aval,6362
aval méxico,2519
méxico integrarse,13418
integrarse consejo,10979
anuncia continuidad,1712
plan atención,15146
pisaflores,15132
reúne habitantes,18204
habitantes pisaflores,9802
pisaflores veracruz,15133
acciones imss,822
bienestar beneficio,3130
beneficio jóvenes,3054
continuará imss,5142
bienestar programa,3213
programa atención,16398
médica derechohabientes,13228
derechohabientes presidente,6188
huasteca,10109
potosina,15445
firman convenio,8817
convenio desarrollo,5281
desarrollo huasteca,6244
huasteca potosina,10110
rioverde,18265
bienestar rioverde,3232
rioverde slp,18266
cerritos,3940
bienestar cerritos,3136
cerritos slp,3941
creación banco,5491
bienestar empresa,3155
pública internet,16835
dialoga presidente,6544
presidente legisladores,15919
estadounidenses mec,8071
servidor,19031
147,89
reconoce benito,17197
juárez ejemplo,11423
ejemplo servidor,7139
servidor público,19032
público 147,16852
147 aniversario,90
42,487
reciben 42,17120
42 mdp,488
mdp subasta,12479
ejemplar,7127
policía,15313
fertilizantes guerrero,8704
presidente castigo,15760
castigo ejemplar,3764
ejemplar elementos,7128
elementos policía,7253
policía militar,15315
analizan,1611
trabajan bien,20058
pueblo poderes,16739
poderes legislativo,15285
legislativo ejecutivo,11620
ejecutivo presidente,7123
amlo analizan,1520
analizan reformas,1613
reformas pendientes,17492
plan negocios,15165
negocios pemex,13805
reafirma impulso,16981
mantienen equilibrio,12207
con presentación,4603
presentación instituto,15597
bienestar michoacán,3193
deficiencias,6001
en michoacán,7477
compromiso sector,4512
salud promete,18532
promete solucionar,16458
solucionar deficiencias,19339
faltan,8468
desafío,6203
faltan 200,8469
médicos méxico,13256
méxico garantizar,13399
garantizar suficiencia,9307
suficiencia personal,19467
salud desafío,18503
desafío gobierno,6204
l4,11471
avance 97,2542
97 construcción,662
construcción línea,5015
metro guadalajara,12707
guadalajara firman,9704
convenio l4,5287
lineamientos,11741
anuncia lineamientos,1734
lineamientos instituto,11742
itinerantes,11219
delictiva nayarit,6057
nayarit reuniones,13758
reuniones itinerantes,18115
itinerantes seguridad,11220
seguridad fortalecen,18841
fortalecen trabajo,8939
trabajo paz,20092
énfasis,21276
refrenda rescate,17529
campo énfasis,3576
énfasis pequeños,21277
caintra,3447
conjunto presidente,4818
presidente caintra,15754
necesitados,13783
continuará política,5144
económica prioridad,7016
prioridad necesitados,16234
necesitados presidente,13784
secretario hacienda,18692
hacienda arturo,9846
herrera gutiérrez,9916
acuerdo policía,996
policía federal,15314
turísticas,20393
fronterizas,9093
unam gobierno,20433
unen esfuerzos,20435
esfuerzos erradicar,7907
erradicar marginación,7822
marginación zonas,12241
zonas turísticas,21230
turísticas fronterizas,20394
convoca tres,5334
tres poderes,20312
poderes estado,15284
estado atender,8028
heredadas,9898
en medio,7473
medio año,12570
año sct,2748
sct termina,18662
termina 13,19799
13 carreteras,74
carreteras heredadas,3694
bienestar continuará,3147
continuará asegura,5135
amlo concluir,1526
concluir gira,4640
rurales chiapas,18356
cristobal,5548
chiapanecos,3991
hospital san,10069
san cristobal,18584
cristobal casas,5549
casas benefician,3725
bienestar chiapanecos,3137
presidente continúa,15789
continúa gira,5175
gira garantizar,9468
salud urge,18550
urge mejorar,20580
servicio hospitales,19019
zapatista,21202
respeto ejército,18003
ejército zapatista,7162
zapatista supervisión,21203
rural chiapas,18341
recibirán universidades,17162
universidades presupuesto,20536
formar médicos,8907
inicia recorridos,10745
hospitales compromisos,10084
compromisos mejoramiento,4535
mejoramiento sector,12594
inicia estrategia,10732
estrategia prevención,8130
prevención atención,16120
atención adicciones,2215
garantiza derechos,9246
derechos laborales,6195
laborales policía,11512
federal instruye,8605
instruye investigaciones,10916
investigaciones corrupción,11129
partida,14665
secreta,18676
no partida,13869
partida secreta,14666
