id_documento,token,frecuencia
9,salud calidad,0.24013070363812256
9,calidad gratuito,0.2618546759436578
9,gratuito todos,0.2618546759436578
9,todos afirma,0.24914696677821477
9,afirma presidente,0.1149669242275761
9,presidente zacatecas,0.2618546759436578
10,gobierno,0.14836397121282308
10,méxico,0.1275182397245088
10,procura,0.31174350579940174
10,crecimiento,0.2579232536469214
10,justo,0.32916279013826094
10,país,0.18340263918697092
10,afirma,0.1359648840248405
10,presidente,0.052503151557758455
10,gobierno méxico,0.2032350681109235
10,méxico procura,0.3415219690639431
10,procura crecimiento,0.3589412534028023
10,crecimiento justo,0.3589412534028023
10,justo país,0.3589412534028023
10,país afirma,0.25592469603101875
10,afirma presidente,0.1575926484161401
11,abasto,0.19124693492455672
11,agua,0.1839282525951553
11,zona,0.23033128550546159
11,conurbada,0.2893751700928212
11,san,0.1967561345033091
11,luis,0.22731764981104227
11,potosí,0.24136091823077985
11,garantizado,0.23363234991608536
11,afirma,0.10961365144949305
11,presidente,0.04232756270950524
11,abasto agua,0.22731764981104227
11,agua zona,0.27533190167308363
11,zona conurbada,0.2893751700928212
11,conurbada san,0.2893751700928212
11,san luis,0.23728150732232536
11,luis potosí,0.24136091823077985
11,potosí garantizado,0.2893751700928212
11,garantizado afirma,0.25763947584710606
11,afirma presidente,0.12704975816647848
12,presidente,0.053360634254343384
12,recibe,0.21147928470660132
12,visita,0.20894739372856264
12,jeremy,0.3648034903305192
12,corbyn,0.3648034903305192
12,palacio,0.20057864119307536
12,nacional,0.14950746501038384
12,presidente recibe,0.2185370124948581
12,recibe visita,0.3042738786873955
12,visita jeremy,0.3648034903305192
12,jeremy corbyn,0.3648034903305192
12,corbyn palacio,0.3648034903305192
12,palacio nacional,0.2010893240353951
13,nuevo,0.2142305053958733
13,laredo,0.3170599713501622
13,sede,0.3170599713501622
13,aduana,0.32896472192796095
13,nacional,0.14169611697495166
13,anuncia,0.13994115626876671
13,presidente,0.05057268994986915
13,nuevo laredo,0.3170599713501622
13,laredo sede,0.34574352548318404
13,sede aduana,0.34574352548318404
13,aduana nacional,0.34574352548318404
13,nacional anuncia,0.32896472192796095
13,anuncia presidente,0.18776039976747685
14,países,0.173706867266351
14,atenderán,0.23428114066334133
14,tráfico,0.22188299018365668
14,drogas,0.2033488111544106
14,control,0.18829006146707675
14,armas,0.2033488111544106
14,partir,0.2171694321318645
14,cooperación,0.17477987565807385
14,sometimiento,0.25547591890023663
14,afirma,0.09677280991001032
14,presidente,0.03736904232159795
14,países atenderán,0.25547591890023663
14,atenderán tráfico,0.25547591890023663
14,tráfico drogas,0.25547591890023663
14,drogas control,0.25547591890023663
14,control armas,0.243077768420552
14,armas partir,0.25547591890023663
14,partir cooperación,0.25547591890023663
14,cooperación sometimiento,0.25547591890023663
14,sometimiento afirma,0.25547591890023663
14,afirma presidente,0.11216633999116966
15,departamento,0.25625187291136503
15,justicia,0.14948058771357672
15,estados,0.13984241872759498
15,unidos,0.14388869906510754
15,devolverá,0.25625187291136503
15,mil,0.14634364688533824
15,millones,0.16437134277048385
15,pesos,0.190615028332685
15,desviados,0.25625187291136503
15,exfuncionario,0.25625187291136503
15,coahuila,0.17027147998791411
15,departamento justicia,0.25625187291136503
15,justicia estados,0.25625187291136503
15,estados unidos,0.14388869906510754
15,unidos devolverá,0.25625187291136503
15,devolverá mil,0.25625187291136503
15,mil millones,0.20688964854682082
15,millones pesos,0.1944538413101444
15,pesos desviados,0.25625187291136503
15,desviados exfuncionario,0.25625187291136503
15,exfuncionario coahuila,0.25625187291136503
16,covid,0.1422324684767996
16,19,0.1422324684767996
16,registra,0.23190399259693495
16,14,0.28733745802667315
16,semanas,0.25042861417653894
16,reducción,0.22516918897489796
16,estable,0.28733745802667315
16,méxico,0.1146542178842417
16,covid 19,0.14351710573686305
16,19 registra,0.32273131094184915
16,registra 14,0.32273131094184915
16,14 semanas,0.3070692815232352
16,semanas reducción,0.28733745802667315
16,reducción estable,0.32273131094184915
16,estable méxico,0.32273131094184915
17,rehabilitación,0.19371877814931987
17,quirófanos,0.27572308263891815
17,aumenta,0.21946475935506027
17,número,0.22997403813811673
17,cirugías,0.27572308263891815
17,once,0.25284856038851744
17,plan,0.1437786219573957
17,salud,0.13131890101409074
17,imss,0.16695730267252762
17,bienestar,0.11408966822847585
17,rehabilitación quirófanos,0.27572308263891815
17,quirófanos aumenta,0.27572308263891815
17,aumenta número,0.27572308263891815
17,número cirugías,0.27572308263891815
17,cirugías once,0.27572308263891815
17,once plan,0.27572308263891815
17,plan salud,0.18863165775913882
17,salud imss,0.21150618000953952
17,imss bienestar,0.17371571485425882
18,secretaría,0.17662317484305898
18,salud,0.1213852309443847
18,presenta,0.1548979474894051
18,segmento,0.25486590128584385
18,informativo,0.25486590128584385
18,prevención,0.20286326105949753
18,adicciones,0.23372173129458404
18,alertan,0.24249735473208328
18,daños,0.19143339131206438
18,fentanilo,0.21665088157931772
18,secretaría salud,0.20577065894006338
18,salud presenta,0.25486590128584385
18,presenta segmento,0.25486590128584385
18,segmento informativo,0.25486590128584385
18,informativo prevención,0.25486590128584385
18,prevención adicciones,0.25486590128584385
18,adicciones alertan,0.25486590128584385
18,alertan daños,0.25486590128584385
18,daños fentanilo,0.25486590128584385
19,presidente,0.049086794140044555
19,reúne,0.19394610864855139
19,palacio,0.18451359521336533
19,nacional,0.13753288842827552
19,padre,0.29878157644110903
19,solalinde,0.3077443094116868
19,tratar,0.3077443094116868
19,migración,0.22178690015733118
19,presidente reúne,0.195145175955293
19,reúne palacio,0.2914584903886546
19,palacio nacional,0.18498337567797365
19,nacional padre,0.31929928189743445
19,padre solalinde,0.3077443094116868
19,solalinde tratar,0.33558510092046656
19,tratar migración,0.33558510092046656
20,gabinete,0.2397057368602715
20,seguridad,0.1570316503363866
20,dialogará,0.306608089572663
20,estados,0.1758572255221961
20,unidos,0.18094557882954318
20,fentanilo,0.2739284021413671
20,armas,0.2564956512068035
20,presidente,0.047135740754218655
20,gabinete seguridad,0.2739284021413671
20,seguridad dialogará,0.32224659595484145
20,dialogará estados,0.32224659595484145
20,estados unidos,0.18094557882954318
20,unidos fentanilo,0.32224659595484145
20,fentanilo armas,0.32224659595484145
20,armas presidente,0.306608089572663
21,tramo,0.20482076250732817
21,tren,0.15364280983960332
21,maya,0.15671846767375394
21,privilegia,0.2883378984542233
21,cuidado,0.2412115646873369
21,ambiente,0.22138786081443942
21,yucatán,0.21952740012894142
21,quintana,0.23246436817951124
21,roo,0.22996192557929013
21,tramo tren,0.22138786081443942
21,tren maya,0.15736618187316478
21,maya privilegia,0.30304453607583653
21,privilegia cuidado,0.30304453607583653
21,cuidado ambiente,0.26319673538226135
21,ambiente yucatán,0.30304453607583653
21,yucatán quintana,0.30304453607583653
21,quintana roo,0.23246436817951124
22,terminados,0.20925973091130395
22,200,0.15803654096354025
22,kilómetros,0.1958130062672842
22,vía,0.20925973091130395
22,doble,0.21993299671440278
22,electrificada,0.20925973091130395
22,tramo,0.1486476036521997
22,tren,0.11150547054637838
22,maya,0.11373761323105491
22,avanza,0.1278926365458005
22,ejecución,0.21993299671440278
22,proyectos,0.15046373836064625
22,estratégicos,0.17756693786129138
22,cancún,0.19101366250531113
22,terminados 200,0.21993299671440278
22,200 kilómetros,0.21993299671440278
22,kilómetros vía,0.21993299671440278
22,vía doble,0.21993299671440278
22,doble electrificada,0.21993299671440278
22,electrificada tramo,0.21993299671440278
22,tramo tren,0.16067108912640493
22,tren maya,0.11420768844420857
22,maya avanza,0.21993299671440278
22,avanza ejecución,0.21993299671440278
22,ejecución proyectos,0.21993299671440278
22,proyectos estratégicos,0.17756693786129138
22,estratégicos cancún,0.21993299671440278
23,conferencias,0.28075969301406833
23,matutinas,0.28075969301406833
23,continuarán,0.24996885573816358
23,afirma,0.10635015824349825
23,presidente,0.041067357329042764
23,todos,0.24384216123842775
23,derecho,0.18865709256174984
23,informados,0.28075969301406833
23,asegura,0.16128653912042062
23,conferencias matutinas,0.28075969301406833
23,matutinas continuarán,0.28075969301406833
23,continuarán afirma,0.28075969301406833
23,afirma presidente,0.12326714516967825
23,presidente todos,0.28075969301406833
23,todos derecho,0.28075969301406833
23,derecho informados,0.28075969301406833
23,informados asegura,0.28075969301406833
24,presidente,0.035886896998554824
24,encabeza,0.17117556557935712
24,primera,0.16784768903580785
24,sesión,0.2249889919932458
24,virtual,0.21308258172434064
24,alianza,0.19272843893018435
24,países,0.16681723871543433
24,américa,0.16891561839237407
24,latina,0.21308258172434064
24,caribe,0.19808227878630147
24,contra,0.2249889919932458
24,inflación,0.17629542156105898
24,presidente encabeza,0.17492936963503936
24,encabeza primera,0.24534313478740205
24,primera sesión,0.24534313478740205
24,sesión virtual,0.24534313478740205
24,virtual alianza,0.24534313478740205
24,alianza países,0.23343672451849692
24,países américa,0.23343672451849692
24,américa latina,0.21308258172434064
24,latina caribe,0.23343672451849692
24,caribe contra,0.23343672451849692
24,contra inflación,0.2249889919932458
25,alianza,0.195602275080723
25,países,0.16930470457057528
25,américa,0.17143437386624807
25,latina,0.21625992508792874
25,caribe,0.20103594777629083
25,contra,0.2283438756951662
25,inflación,0.17892421966926217
25,construye,0.2283438756951662
25,soluciones,0.21625992508792874
25,favor,0.18351832447348554
25,pueblos,0.16829434716184763
25,alianza países,0.23691757509513447
25,países américa,0.23691757509513447
25,américa latina,0.21625992508792874
25,latina caribe,0.23691757509513447
25,caribe contra,0.23691757509513447
25,contra inflación,0.2283438756951662
25,inflación construye,0.2490015257023719
25,construye soluciones,0.2490015257023719
25,soluciones favor,0.2490015257023719
25,favor pueblos,0.2490015257023719
26,compra,0.17764534786102887
26,13,0.2201090292281875
26,plantas,0.19959903103842383
26,generación,0.19677883401522653
26,energía,0.17626883582546285
26,iberdrola,0.23522419223045452
26,generará,0.2062017756817977
26,precios,0.16809458883511585
26,justos,0.2201090292281875
26,consumidores,0.2062017756817977
26,afirma,0.09364618652237423
26,presidente,0.0361616895351601
26,compra 13,0.24722177206132503
26,13 plantas,0.24722177206132503
26,plantas generación,0.23522419223045452
26,generación energía,0.22671177387156138
26,energía iberdrola,0.24722177206132503
26,iberdrola generará,0.24722177206132503
26,generará precios,0.24722177206132503
26,precios justos,0.2201090292281875
26,justos consumidores,0.23522419223045452
26,consumidores afirma,0.23522419223045452
26,afirma presidente,0.10854236852389437
27,presidente,0.03547206389724706
27,encabezará,0.22238824104750582
27,reunión,0.16805847262900267
27,virtual,0.210619462435567
27,líderes,0.18602632054034304
27,latinoamérica,0.21591141480134168
27,enfrentar,0.1821505212024561
27,juntos,0.22238824104750582
27,carestía,0.22238824104750582
27,baja,0.13367632245970062
27,inflación,0.17425754192840426
27,méxico,0.08615359294377112
27,presidente encabezará,0.22238824104750582
27,encabezará reunión,0.23073832235809189
27,reunión virtual,0.24250710097003064
27,virtual líderes,0.22238824104750582
27,líderes latinoamérica,0.24250710097003064
27,latinoamérica enfrentar,0.24250710097003064
27,enfrentar juntos,0.24250710097003064
27,juntos carestía,0.24250710097003064
27,carestía baja,0.24250710097003064
27,baja inflación,0.22238824104750582
27,inflación méxico,0.23073832235809189
28,más,0.19507207737848112
28,millón,0.18133965386572629
28,familias,0.16139429998422253
28,convierten,0.22460585274605843
28,pesos,0.1670748802670624
28,crédito,0.2059721151313581
28,infonavit,0.19092807535179987
28,fovissste,0.22460585274605843
28,ofrece,0.17428656759390196
28,soluciones,0.19507207737848112
28,vivienda,0.1841720396256041
28,derechohabientes,0.19507207737848112
28,más millón,0.22460585274605843
28,millón familias,0.22460585274605843
28,familias convierten,0.22460585274605843
28,convierten pesos,0.22460585274605843
28,pesos crédito,0.22460585274605843
28,crédito infonavit,0.22460585274605843
28,infonavit fovissste,0.22460585274605843
28,fovissste ofrece,0.22460585274605843
28,ofrece soluciones,0.22460585274605843
28,soluciones vivienda,0.22460585274605843
28,vivienda derechohabientes,0.22460585274605843
29,presidente,0.037055609227973255
29,anuncia,0.10253765039483678
29,compra,0.18203675425909593
29,plantas,0.20453313414049784
29,generación,0.2016432216341731
29,energía,0.18062621474218696
29,eléctrica,0.18507139797872654
29,iberdrola,0.24103895200423175
29,crece,0.24103895200423175
29,patrimonio,0.2016432216341731
29,autosuficiencia,0.17927838699865142
29,energética,0.18203675425909593
29,presidente anuncia,0.12103902525154761
29,anuncia compra,0.22555014103248397
29,compra plantas,0.2533331129134417
29,plantas generación,0.24103895200423175
29,generación energía,0.2323161060214556
29,energía eléctrica,0.20772778420303564
29,eléctrica iberdrola,0.2533331129134417
29,iberdrola crece,0.2533331129134417
29,crece patrimonio,0.2533331129134417
29,patrimonio autosuficiencia,0.2533331129134417
29,autosuficiencia energética,0.20453313414049784
30,san,0.18470266126632356
30,luis,0.21339194825561877
30,potosí,0.22657491231694632
30,tlaxcala,0.21622096567991195
30,integran,0.24911133823326614
30,programa,0.15605205743436823
30,regularización,0.21339194825561877
30,vehículos,0.20838001792781893
30,procedencia,0.23091644384413879
30,extranjera,0.2193198036561353
30,san luis,0.22274541011061108
30,luis potosí,0.22657491231694632
30,potosí tlaxcala,0.27164776414958597
30,tlaxcala integran,0.27164776414958597
30,integran programa,0.27164776414958597
30,programa regularización,0.24185622957245512
30,regularización vehículos,0.23091644384413879
30,vehículos procedencia,0.23592837417193863
30,procedencia extranjera,0.23592837417193863
31,presidente,0.047418681917939465
31,fomenta,0.26582150259740506
31,cooperación,0.22178334831709481
31,internacional,0.23892682226582654
31,acabar,0.27039158119153905
31,pandemia,0.2261805944564612
31,fentanilo,0.2755727089802518
31,presidente fomenta,0.32418094185469604
31,fomenta cooperación,0.32418094185469604
31,cooperación internacional,0.3084485623918398
31,internacional acabar,0.32418094185469604
31,acabar pandemia,0.32418094185469604
31,pandemia fentanilo,0.32418094185469604
32,sin,0.3665932360891528
32,daños,0.3092710456479269
32,sismo,0.32344854215533375
32,oaxaca,0.23943545118398077
32,presidente,0.06022756465570712
32,sin daños,0.39176765323344726
32,daños sismo,0.39176765323344726
32,sismo oaxaca,0.41174971226509705
32,oaxaca presidente,0.3576080976943905
33,presidente,0.047071022847864914
33,recibe,0.18655224738945625
33,palacio,0.17693646138818983
33,nacional,0.13188503847023358
33,mariano,0.3218041477258306
33,rivera,0.3218041477258306
33,leyenda,0.3218041477258306
33,béisbol,0.2638725817784172
33,presidente recibe,0.19277808167005242
33,recibe palacio,0.22609462256183246
33,palacio nacional,0.17738695010660097
33,nacional mariano,0.3218041477258306
33,mariano rivera,0.3218041477258306
33,rivera leyenda,0.3218041477258306
33,leyenda béisbol,0.3218041477258306
34,gobierno,0.1113188431199072
34,méxico,0.09567810032839309
34,reconoce,0.16967958461679203
34,gasolineras,0.2562470536845876
34,tienda,0.26931690187432733
34,autoservicio,0.26931690187432733
34,procurar,0.26931690187432733
34,precios,0.1831178278088007
34,beneficio,0.1854212511918889
34,pueblo,0.14226311888903456
34,gobierno méxico,0.15248912844918622
34,méxico reconoce,0.26931690187432733
34,reconoce gasolineras,0.26931690187432733
34,gasolineras tienda,0.26931690187432733
34,tienda autoservicio,0.26931690187432733
34,autoservicio procurar,0.26931690187432733
34,procurar precios,0.26931690187432733
34,precios beneficio,0.26931690187432733
34,beneficio pueblo,0.21743793925662672
35,inah,0.23432089934916955
35,protege,0.2718965314558413
35,sitios,0.24818894715048714
35,arqueológicos,0.24818894715048714
35,ruta,0.21464182634109646
35,puuc,0.2718965314558413
35,tramo,0.19314164108997467
35,tren,0.14488191563603897
35,maya,0.14778219583345223
35,inah protege,0.28576457925715887
35,protege sitios,0.28576457925715887
35,sitios arqueológicos,0.2718965314558413
35,arqueológicos ruta,0.28576457925715887
35,ruta puuc,0.28576457925715887
35,puuc tramo,0.28576457925715887
35,tramo tren,0.20876406391451582
35,tren maya,0.1483929766053821
36,cfe,0.22228681117745697
36,avanza,0.18397984502991138
36,consolidación,0.27478254397967433
36,proyectos,0.2164494846135988
36,electrificación,0.3163844279493704
36,ruta,0.23764082874604434
36,tren,0.16040610112657552
36,maya,0.16361714811335315
36,cfe avanza,0.3163844279493704
36,avanza consolidación,0.30103041038078304
36,consolidación proyectos,0.3163844279493704
36,proyectos electrificación,0.3163844279493704
36,electrificación ruta,0.3163844279493704
36,ruta tren,0.259428526411087
36,tren maya,0.16429337441694836
37,presidente,0.05341077295762256
37,concluye,0.29064210664808554
37,reuniones,0.29064210664808554
37,estatales,0.2833411896695612
37,banco,0.2498091381629954
37,bienestar,0.15109150835036245
37,país,0.18657311858066078
37,presidente concluye,0.310395624621799
37,concluye reuniones,0.3651462668775465
37,reuniones estatales,0.3474258555631214
37,estatales banco,0.3474258555631214
37,banco bienestar,0.2530479464401594
37,bienestar país,0.30455978041874293
38,presidente,0.035344250919609965
38,destaca,0.10977974281370843
38,cumplimiento,0.19813418483224468
38,compromisos,0.15724904946119586
38,infraestructura,0.16858721837629448
38,nayarit,0.16331433397880446
38,sict,0.2299069257942775
38,concluye,0.1923306287539492
38,carretera,0.1853560303081195
38,tepic,0.24163329913084516
38,guadalupe,0.2151334425663024
38,ocotán,0.24163329913084516
38,presidente destaca,0.1227435581719874
38,destaca cumplimiento,0.22158693150538009
38,cumplimiento compromisos,0.22158693150538009
38,compromisos infraestructura,0.24163329913084516
38,infraestructura nayarit,0.24163329913084516
38,nayarit sict,0.24163329913084516
38,sict concluye,0.24163329913084516
38,concluye carretera,0.24163329913084516
38,carretera tepic,0.24163329913084516
38,tepic guadalupe,0.24163329913084516
38,guadalupe ocotán,0.24163329913084516
39,presidente,0.048171093408650875
39,supervisa,0.18392217117317752
39,atención,0.1859439728162163
39,médica,0.2526239039593056
39,migrantes,0.2330561042225413
39,víctimas,0.22530247480844298
39,incendio,0.28602141189340075
39,chihuahua,0.22391929813987543
39,presidente supervisa,0.18975266355231418
39,supervisa atención,0.3133428410442634
39,atención médica,0.2658864586257654
39,médica migrantes,0.3133428410442634
39,migrantes víctimas,0.32932485256362787
39,víctimas incendio,0.32932485256362787
39,incendio chihuahua,0.32932485256362787
40,presidente,0.04225668397644094
40,anuncia,0.11692969509054782
40,creación,0.20758718469582652
40,consejo,0.23688417254701558
40,proteger,0.23324112576083375
40,migrantes,0.20444165677052728
40,reforma,0.18280664622602033
40,instituto,0.22160693725474065
40,nacional,0.1183960758590187
40,migración,0.19092668637769583
40,presidente anuncia,0.13802789767682494
40,anuncia creación,0.25720805106225086
40,creación consejo,0.28889060296626096
40,consejo proteger,0.28889060296626096
40,proteger migrantes,0.28889060296626096
40,migrantes reforma,0.28889060296626096
40,reforma instituto,0.28889060296626096
40,instituto nacional,0.2649236776648438
40,nacional migración,0.28889060296626096
41,presidente,0.04300563354654722
41,garantiza,0.17432339064037977
41,atención,0.16600491683436125
41,médica,0.22553465719798182
41,migrantes,0.20806514249021765
41,heridos,0.27974260999364337
41,incendio,0.2553508993869885
41,albergue,0.2696191354203241
41,chihuahua,0.19990809006785296
41,presidente garantiza,0.1987151012470346
41,garantiza atención,0.27974260999364337
41,atención médica,0.23737504788702501
41,médica migrantes,0.27974260999364337
41,migrantes heridos,0.2940108460269789
41,heridos incendio,0.2940108460269789
41,incendio albergue,0.27974260999364337
41,albergue chihuahua,0.2940108460269789
42,méxico,0.14385880235379986
42,estabilidad,0.35169123634991073
42,financiera,0.3442201045724376
42,política,0.2787939877135332
42,presidente,0.05923105995829937
42,méxico estabilidad,0.40493704227297617
42,estabilidad financiera,0.40493704227297617
42,financiera política,0.40493704227297617
42,política presidente,0.40493704227297617
43,presidente,0.03914564938606136
43,reúne,0.15466779817167878
43,campeona,0.2676218101010961
43,mexicana,0.17503936320072108
43,artes,0.24541938514900413
43,marciales,0.2676218101010961
43,mixtas,0.2676218101010961
43,alexa,0.2676218101010961
43,grasso,0.2676218101010961
43,presidente reúne,0.15562402823726587
43,reúne campeona,0.2676218101010961
43,campeona mexicana,0.2676218101010961
43,mexicana artes,0.2676218101010961
43,artes marciales,0.2676218101010961
43,marciales mixtas,0.2676218101010961
43,mixtas alexa,0.2676218101010961
43,alexa grasso,0.2676218101010961
44,presidente,0.04117523862879069
44,participa,0.23479011706914704
44,cumbre,0.1938072521487671
44,democracia,0.1992095264239137
44,2023,0.18604043508451454
44,llama,0.1438322692946536
44,verdadera,0.28149723062469434
44,triunfe,0.28149723062469434
44,poder,0.21843235834213126
44,presidente participa,0.23928906483483342
44,participa cumbre,0.26783627565123436
44,cumbre democracia,0.28149723062469434
44,democracia 2023,0.28149723062469434
44,2023 llama,0.28149723062469434
44,llama verdadera,0.28149723062469434
44,verdadera triunfe,0.28149723062469434
44,triunfe poder,0.28149723062469434
45,familias,0.2590699247704977
45,mexicanas,0.3306261768669505
45,atendidas,0.3605370287527081
45,programas,0.1810719174381625
45,bienestar,0.14918428156537283
45,destaca,0.16380052928821862
45,presidente,0.05273656923893599
45,familias mexicanas,0.34304030203491526
45,mexicanas atendidas,0.3605370287527081
45,atendidas programas,0.3605370287527081
45,programas bienestar,0.2109827693239201
45,bienestar destaca,0.3605370287527081
45,destaca presidente,0.2382775331195313
46,presidente,0.03652955299328003
46,envía,0.17546114353754116
46,condolencias,0.2122907569134152
46,familiares,0.18244405046512518
46,víctimas,0.17085347478440513
46,chihuahua,0.16980457134796306
46,garantiza,0.14807258982648497
46,investigación,0.1875807716261781
46,fondo,0.20162950004413194
46,incendio,0.21689842566655124
46,albergue,0.22901805375518816
46,migrantes,0.17673327938360267
46,presidente envía,0.17945248776027325
46,envía condolencias,0.21689842566655124
46,condolencias familiares,0.22901805375518816
46,familiares víctimas,0.2376170667310563
46,víctimas chihuahua,0.24973669481969316
46,chihuahua garantiza,0.24973669481969316
46,garantiza investigación,0.2376170667310563
46,investigación fondo,0.22901805375518816
46,fondo incendio,0.24973669481969316
46,incendio albergue,0.2376170667310563
46,albergue migrantes,0.24973669481969316
47,aumenta,0.22440246610412623
47,cobertura,0.23117378643194142
47,médicos,0.18439544061434193
47,especialistas,0.19410282444861068
47,abasto,0.18632416233750515
47,medicamentos,0.19287565489262815
47,incorporados,0.2682447484152722
47,plan,0.1470134769477674
47,salud,0.13427342649564272
47,imss,0.17071365153981094
47,bienestar,0.1166565556251856
47,aumenta cobertura,0.2819265374898032
47,cobertura médicos,0.2819265374898032
47,médicos especialistas,0.20258303872689687
