id_documento,titulo,fecha
1554,Presidente llama a revisar competencia de juez que suspendió reforma a la Ley de la Industria Eléctrica; envía carta a ministro Arturo Zaldívar,18.03.2021
1555,Presidente refrenda compromiso de apoyo a Jalisco en salud, infraestructura y agua; destaca labor de las Fuerzas Armadas,18.03.2021
1556,Presidente recorre Islas Marías rehabilitadas para recibir turismo,18.03.2021
1557,Presidente celebra conclusión de primera etapa de rehabilitación de las Islas Marías; nombra a marino como gobernador,13.03.2021
1558,Presidente anuncia nueva ruta marítima del puerto de Mazatlán a Islas Marías; destaca baja incidencia delictiva en Sinaloa,13.03.2021
1559,Se construirán ocho cuarteles de la GN en Sinaloa: presidente; anuncia ampliación del puerto de Mazatlán para atraer turismo,13.03.2021
1560,Presidente destaca ante empresarios y banqueros estrategia de recuperación económica; hace compromiso de facilitar trámites para impulsar empresas,13.03.2021
1561,Vacunas que llegan a México están en buen estado y no hay desperdicio: presidente; llama a rechazar noticias falsas,13.03.2021
1562,Avanza el Plan Nacional de Vacunación, resalta presidente; 10 de marzo supera 360 mil dosis aplicadas a personas adultas mayores,13.03.2021
1563,Presidente llama a la ONU a garantizar distribución mundial de vacunas contra COVID-19; reprueba acaparamiento de diez países,13.03.2021
1564,Presentan nuevas ambulancias para IMSS Bienestar adquiridas con salarios y aguinaldos de servidores públicos,13.03.2021
1565,8M, día para recordar la lucha de las mujeres por la igualdad: presidente; garantiza derecho a la libre manifestación y no represión,13.03.2021
1566,Presidente inaugura Pabellón de la Reina Roja en Palenque, Chiapas,13.03.2021
1567,Presidente llama a redoblar esfuerzos para terminar a tiempo obras del Tren Maya; supervisa trabajos en el tramo 1,06.03.2021
1568,Presidente llama a mantener medidas sanitarias para evitar nueva ola de la epidemia de COVID-19,06.03.2021
1569,Derecho de las mujeres a la libre manifestación está garantizado, afirma presidente,06.03.2021
1570,Tren Maya deberá estar listo a finales de 2023: presidente; gobierno federal no dejará obras inconclusas, afirma,06.03.2021
1571,Presidente supervisa obras del tramo 4 del Tren Maya; celebra adhesión del gobierno de Yucatán al Acuerdo Nacional por la Democracia,06.03.2021
1572,Presidente da banderazo al inicio de obra del tramo 5 del Tren Maya,06.03.2021
1573,Presidente anuncia nueva subasta de 19 aeronaves; lo recaudado se destinará a educación y salud,06.03.2021
1574,Estudiantes de Campeche regresarán a clases presenciales en abril: presidente; hay condiciones para volver, afirma,06.03.2021
1575,Avanzan acciones de desarrollo urbano y vivienda en todo el país a 2 años del Gobierno de la Cuarta Transformación,06.03.2021
1576,Presentan plan para prevenir violencia política en elecciones del 6 de junio,06.03.2021
1577,Presidente destaca aprobación de reforma a la Ley de la Industria Eléctrica,03.03.2021
1578,Presidente anuncia modificaciones al contrato de suministro de gas etano; negociación con Odebrecht beneficiará a la Hacienda pública, afirma,03.03.2021
1579,Presidente destaca llegada continua de dosis para garantizar vacunación contra COVID-19,03.03.2021
1580,Presidentes de México y Estados Unidos acuerdan fortalecer relación bilateral y cooperación para el desarrollo,03.03.2021
1581,Presidente celebra respuesta de mandatarios estatales al Acuerdo Nacional por la Democracia,03.03.2021
1582,Presidente garantiza vacunación contra COVID-19 y continuidad de Programas de Bienestar en Zacatecas,03.03.2021
1583,Presidente inaugura cuartel de la Guardia Nacional en Jerez; instruye fortalecer presencia de elementos en Zacatecas,03.03.2021
1584,Programas Integrales de Bienestar son prioridad para el Gobierno de la Cuarta Transformación y base para serenar al país, afirma presidente,03.03.2021
1585,Continuará impulso al campo: presidente; con programas de bienestar Estado cumple su responsabilidad social, afirma,03.03.2021
1586,Presidente destaca recuperación de 600 mil empleos desde el inicio de la epidemia de COVID-19: presidente; en abril estarán vacunados personal de salud y adultos mayores, afirma,03.03.2021
1587,Presidente inaugura Hospital General de Querétaro; servirá como centro educativo y garantizará la salud de los queretanos, afirma,26.02.2021
1588,Vacunas contra COVID-19 son gratuitas y se aplican en centros de vacunación oficiales: presidente,26.02.2021
1589,Presidente se reúne con gobernador de Tlaxcala; es el primero en sumarse al Acuerdo Nacional por la Democracia, destaca,26.02.2021
1590,Presidente solicita a Cámara de Diputados investigar informe de la ASF por presentar información falsa y con intención política,26.02.2021
1591,Fotogalería. 200 Años de la Promulgación del Plan de Iguala y Día de la Bandera,26.02.2021
1592,Inicia en Guerrero la Ruta de Banderas Históricas para conmemorar 200 años del México independiente,26.02.2021
1593,Presidente reafirma compromiso de búsqueda de estudiantes normalistas de Ayotzinapa,26.02.2021
1594,Discurso del presidente Andrés Manuel López Obrador en los 200 años de la promulgación del Plan de Iguala y Día de la Bandera,26.02.2021
1595,Bienes confiscados a la delincuencia se usarán para apoyar a derechohabientes del Infonavit con créditos,26.02.2021
1596,Presidente recuerda a Francisco I. Madero y José María Pino Suárez en su CVIII Aniversario Luctuoso,26.02.2021
1597,Fotogalería. Visita oficial a México del presidente de Argentina, Alberto Fernández,23.02.2021
1598,Presidentes de México y Argentina se reúnen en Palacio Nacional; refrendan postura en contra del acaparamiento de vacunas,23.02.2021
1599,Presidente propone a gobiernos estatales acuerdo nacional por la democracia; llama a respetar proceso electoral,23.02.2021
1600,Presentan avances de programas de bienestar; adelantarán entrega de apoyos para cumplir con disposiciones electorales,23.02.2021
1601,Presidente anuncia plan de modernización de plantas eléctricas; CFE ha incrementado 25% la generación de energía en BCS,23.02.2021
1602,Con austeridad se impulsan obras de infraestructura: presidente; CFE garantizará energía eléctrica, afirma,23.02.2021
1603,Presidente inaugura cuartel de la Guardia Nacional en Tijuana; llama a las naciones a evitar el acaparamiento de vacunas contra COVID-19,23.02.2021
1604,Guardia Nacional contará con las mismas prestaciones que Marina y Sedena: presidente,23.02.2021
1605,Construcción de Hospital General de Sonora registra avance de 85%; se inaugurará en julio, anuncia presidente,23.02.2021
1606,Presidente destaca entrega y compromiso del Ejército Mexicano a 108 años de su fundación,23.02.2021
1607,Discurso del presidente Andrés Manuel López Obrador en el 108 Aniversario del Ejército Mexicano,19.02.2021
1608,Presidente destaca coordinación, perseverancia y honestidad para garantizar seguridad en el país; disminuyen delitos del fuero común y federal,19.02.2021
1609,Presidente llama a la población a ahorrar energía eléctrica para garantizar suministro en el país,19.02.2021
1610,México tiene alternativas para garantizar suministro de energía eléctrica, asegura presidente; necesitamos ser autosuficientes, reafirma,19.02.2021
1611,Gobierno federal y empresas de telefonía acuerdan conectar a todo México, anuncia presidente,19.02.2021
1612,Presidente refrenda principios de cooperación y amistad con pueblos del mundo; recibe a embajadores de cinco países en Palacio Nacional,19.02.2021
1613,Avanza Plan Nacional de Vacunación contra COVID-19 y no se detendrá, afirma presidente,19.02.2021
1614,Presidente da la bienvenida a la secretaria de Educación, Delfina Gómez; Esteban Moctezuma fortalecerá la relación estratégica con EE.UU. como embajador, afirma,19.02.2021
1615,Fotogalería. 190 Aniversario Luctuoso de Vicente Guerrero,19.02.2021
1616,Discurso del presidente Andrés Manuel López Obrador durante el 190 Aniversario Luctuoso de Vicente Guerrero, desde Cuilápam, Oaxaca,19.02.2021
1617,Presentan plan de vacunación contra COVID-19 a adultos mayores; iniciará aplicación de dosis entre la población más pobre: presidente,14.02.2021
1618,Trabajadores de Sembrando Vida recibirán ahorros por cultivar la tierra antes de que termine el sexenio: presidente,14.02.2021
1619,Presidente inaugura camino rural de San Mateo Tlapiltepec en Oaxaca; entrega de programas sociales se adelantará para no interferir en elecciones,14.02.2021
1620,Presidente inaugura primera etapa de universidad pública de medicina; se adelantará pensión a adultos mayores, anuncia,14.02.2021
1621,Próxima semana inicia la vacunación contra COVID-19 en todo el país, anuncia presidente,14.02.2021
1622,Hay recursos suficientes para adquirir vacunas porque no se permite la corrupción, afirma presidente,14.02.2021
1623,Presidente recibe cartas credenciales de embajadores en México,14.02.2021
1624,Presidente acuerda trabajo coordinado con gobernadora de Sonora,14.02.2021
1625,Proyectos estratégicos no se detendrán; significan fuentes de empleo: presidente,14.02.2021
1626,Presidente inaugura Base Aérea Militar No. 1 en Santa Lucía; construcción del Aeropuerto Felipe Ángeles tiene avance del 50%,14.02.2021
1627,Periodo de recuperación de COVID-19 sirvió para reafirmar propósito de acabar con la corrupción: presidente,10.02.2021
1628,Presidente conmemora 108 años de la Marcha de la Lealtad,10.02.2021
1629,México reanudará la recepción semanal de vacunas de Pfizer,10.02.2021
1630,Presidente destaca tendencia a la baja de la epidemia de COVID-19; disminuyen defunciones, contagios y hospitalizaciones en 24 estados,10.02.2021
1631,Presidente garantiza llegada de vacunas contra COVID-19 a México; es necesaria una mejor distribución a nivel mundial, asegura,10.02.2021
1632,Recuperado de COVID-19, presidente regresa a actividades públicas; «estamos de nuevo de pie y en lucha», afirma,10.02.2021
1633,Presidente anuncia recuperación de COVID-19; vamos a seguir trabajando y ayudando al pueblo, afirma,10.02.2021
1634,Presidente agradece muestras de apoyo tras contagio por COVID-19; continúa la Cuarta Transformación, asegura,10.02.2021
1635,Presidente pacta con Rusia envío de 24 millones de dosis de vacunas a México,10.02.2021
1636,Presidente da positivo a COVID-19; “estoy optimista, saldremos adelante”, afirma,10.02.2021
1637,Atención a la población es la base para mantener la paz en el país: presidente; inaugura instalaciones de la GN en SLP,24.01.2021
1638,Impulso al campo, fundamental para la generación de empleos: presidente; destaca avances de Sembrando Vida y programas de bienestar en SLP,24.01.2021
1639,México y EE.UU. trabajarán juntos para impulsar reforma migratoria y recuperar la economía: presidente,24.01.2021
1640,Presidentes de México y Estados Unidos dialogan sobre migración, desarrollo y control de COVID-19,24.01.2021
1641,Presidente inaugura cuartel de la Guardia Nacional en Sabinas Hidalgo, Nuevo León,24.01.2021
1642,Presidente autoriza a empresas y gobiernos locales adquirir vacunas contra COVID-19,24.01.2021
1643,Presentan plan para vacunar contra COVID-19 a maestras y maestros de escuelas públicas y privadas de Campeche,24.01.2021
1644,Presidente reconoce primeras determinaciones de Joe Biden al asumir la presidencia de EE.UU.,24.01.2021
1645,Presidente destaca inicio de vacunación a personal de hospitales privados; trabajadores del sector salud se basificarán antes de 2024, reafirma,24.01.2021
1646,Control de la epidemia y adquisición de vacunas son prioridades para el gobierno federal, afirma presidente,24.01.2021
1647,Presentan resultados de la estrategia de seguridad durante 2020; delitos de alto impacto registran descenso,20.01.2021
1648,Presidente desea éxito a Joe Biden al iniciar su gestión como presidente de Estados Unidos,20.01.2021
1649,Presidente afianza con Pfizer compromiso de entrega de vacunas,20.01.2021
1650,Presidente llama a mantener cuidados contra COVID-19; iniciará vacunación a personal de hospitales privados,20.01.2021
1651,México acepta llamado de la ONU para redistribuir vacunas contra COVID-19; tenemos que ser solidarios, afirma presidente,20.01.2021
1652,México trabaja en garantizar la vacuna contra COVID-19 para todas y todos los mexicanos: presidente,20.01.2021
1653,Presidente inaugura escuela pública de Medicina en Guerrero; suman 140 Universidades del Bienestar en el país,20.01.2021
1654,Presidente inaugura Universidad para el Bienestar en Atoyac, Guerrero,20.01.2021
1655,Presidente evalúa avances de Sembrando Vida en Petatlán, Guerrero; llama a aprovechar oportunidades en el campo mexicano,20.01.2021
1656,Presupuesto nacional se constituye en un 15% de la recaudación en aduanas: presidente; administración eficiente ayuda a comprar vacunas, afirma,20.01.2021
1657,Se garantizará derecho a la vacuna contra COVID-19, en orden y sin influyentismo: presidente; suman más de 329 mil personas vacunadas,15.01.2021
1658,Presidente instruye a SRE publicar expediente completo de investigación contra el general Salvador Cienfuegos Zepeda,15.01.2021
1659,Presidente muestra avances de la transformación de Islas Marías; anuncia próxima visita al nuevo centro de educación ambiental,15.01.2021
1660,Adición de organismos autónomos a gobierno federal generaría ahorros en beneficio del pueblo: presidente,15.01.2021
1661,Vacunación contra COVID-19 incluye a personal de hospitales privados: presidente; inicia de forma eficaz aplicación en todo el país, afirma,15.01.2021
1662,Presidente llama a miembros del G20 a analizar medidas de censura adoptadas por plataformas digitales,15.01.2021
1663,Presidente instruye a Consejería Jurídica negociar contratos de penales federales privatizados; representan abuso a la Hacienda pública, afirma,15.01.2021
1664,Eficaz, operativo de distribución de vacunas a hospitales COVID de la República: presidente; inicia vacunación masiva a personal de la salud,15.01.2021
1665,Llegan a México 439 mil dosis de vacunas contra SARS-CoV-2; detallan plan de distribución a los 32 estados,15.01.2021
1666,Regresan a clases más de 30 millones de estudiantes; SEP presenta modelo de educación mixta para entidades en semáforo verde y amarillo,15.01.2021
1667,No debe haber desabasto de oxígeno medicinal durante epidemia de COVID-19: Profeco; llaman a reportar abusos contra consumidores,11.01.2021
1668,Control y vigilancia de puertos es asunto de seguridad nacional: presidente,11.01.2021
1669,Marina refuerza seguridad en puertos del país: presidente; anuncia inversión en infraestructura en Manzanillo,11.01.2021
1670,Garantizar bienestar es la base para mejorar condiciones de vida de la población: presidente; informa avances de programas sociales en Colima,11.01.2021
1671,Guardia Nacional, institución del pueblo y para el pueblo: presidente; instituciones de seguridad gozan de respeto y aceptación de la sociedad, afirma,11.01.2021
1672,Presidente anuncia fortalecimiento de los apoyos de bienestar en Zamora, Michoacán, para enfrentar inseguridad,11.01.2021
1673,Trabajo coordinado y atención a la población dan resultados en seguridad: presidente,11.01.2021
1674,Presidente llama a respetar etapas de vacunación contra COVID-19,11.01.2021
1675,Presidente instruye a funcionarios del gobierno federal observar experiencia de vacunación contra COVID-19 en Argentina,11.01.2021
1676,En política exterior, México actuará con apego a principios de no intervención y respeto a la soberanía: presidente,11.01.2021
1677,Oficina de la Presidencia de la República fortalece atención a migrantes mexicanos en retorno; presidente destaca crecimiento de remesas,06.01.2021
1678,Segunda etapa de vacunación contra COVID-19 iniciará con adultos mayores habitantes de zonas rurales, anuncia presidente,06.01.2021
1679,Presidente recomienda practicar deportes en 2021 para mejorar la salud,06.01.2021
1680,En 2021 se debe fortalecer la austeridad republicana, afirma presidente,06.01.2021
1681,2021 será el año de la esperanza en el porvenir: presidente; vamos a enfrentar las crisis, afirma,06.01.2021
1682,Presidente pide mantener la fe y la esperanza en el porvenir en 2021; será un mejor año, afirma,06.01.2021
1683,Presentan resultados del Gabinete de Seguridad durante 2020,06.01.2021
1684,El próximo año crecerá la economía, se recuperarán empleos y habrá bienestar, asegura presidente en última conferencia de 2020,06.01.2021
1685,Presentan Informe Anual del Sistema Nacional de Protección Civil; presupuesto federal está a disposición de emergencias: presidente,06.01.2021
1686,Presidente entrega Condecoración Miguel Hidalgo a personal de hospitales COVID; han sido fundamentales para enfrentar pandemia, destaca,06.01.2021
1687,Estado garantizará acceso igualitario a la vacuna contra COVID-19, afirma presidente,28.12.2020
1688,Presidente lamenta fallecimiento del cantautor Armando Manzanero,28.12.2020
1689,Se aplicará vacuna contra COVID-19 con igualdad y según el plan nacional: presidente,28.12.2020
1690,Presidente evalúa control de la epidemia en Ciudad de México e interior del país,28.12.2020
1691,Presidente envía mensaje de Nochebuena al pueblo de México; refrenda esperanza en el porvenir,28.12.2020
1692,Inicia vacunación contra COVID-19; personal de salud, grupo prioritario para recibir dosis,28.12.2020
1693,Aplicación de vacuna será universal y gratuita: presidente; mañana arribará primer embarque de Pfizer a México,28.12.2020
1694,Presidente celebra disminución de la movilidad en la Ciudad de México; arriba personal médico para reforzar sistema hospitalario,28.12.2020
1695,Relación entre México y Estados Unidos continuará siendo de amistad, cooperación y respeto: presidente,28.12.2020
1696,Se amplía capacidad hospitalaria en CDMX para atender COVID-19: presidente; convoca a ciudadanía a quedarse en casa,28.12.2020
1697,Presidente nombra a Delfina Gómez Álvarez como nueva secretaria de Educación Pública,21.12.2020
1698,Presidente firma convenio para el ordenamiento territorial en el sureste de México,21.12.2020
1699,Presidente conversa con Joseph Biden, presidente electo de los Estados Unidos,21.12.2020
1700,Presidente anuncia planta termoeléctrica en Valladolid, Yucatán; en construcción del Tren Maya se cuida el ambiente y el patrimonio cultural, afirma,21.12.2020
1701,Estrategia de atención a COVID-19 se basa en el equilibrio entre la salud y la economía: presidente,21.12.2020
1702,Presidente supervisa Tren Maya en Campeche; destaca inversión histórica en bienestar para el sureste,21.12.2020
1703,Presidente firmará convenio para garantizar que el Tren Maya no sea privatizado,21.12.2020
1704,Gobierno federal destinará 18 mil mdp a atención de damnificados en Tabasco y Chiapas: presidente,21.12.2020
1705,Presidente recorrerá sureste el fin de semana; anuncia gira por la Ciudad de México para fin de año,21.12.2020
1706,Reportan baja sostenida en incidencia delictiva a nivel nacional; homicidio de Aristóteles Sandoval será investigado: presidente,21.12.2020
1707,Presidente inaugura memorial en honor a las víctimas Langford-Miller; avanza investigación y detención de responsables,17.12.2020
1708,Incremento al salario mínimo ayuda a recuperar poder adquisitivo en México: presidente,17.12.2020
1709,En caso Langford-Miller se cumple el compromiso de hacer justicia: presidente; a la fecha hay 17 detenidos,17.12.2020
1710,Presidente inaugura cuartel de la Guardia Nacional en Sonora; Fuerzas Armadas apoyarán en vacunación contra COVID-19,17.12.2020
1711,Presidente reitera llamado para quedarse en casa durante las celebraciones decembrinas,17.12.2020
1712,Presidente nombra a Esteban Moctezuma como nuevo embajador de México en Estados Unidos,17.12.2020
1713,Fotogalería. Segundo Informe Anual de Labores del Poder Judicial de la Federación,17.12.2020
1714,Garantizar la seguridad social traerá paz al país: presidente; entregan nuevo hospital del ISSSTE en la CDMX,17.12.2020
1715,Presidente felicita a Joe Biden, presidente electo de los Estados Unidos de América,17.12.2020
1716,Nueva oficina de Presidencia atenderá a migrantes mexicanos en su regreso al país,17.12.2020
1717,Presidente nombra a Arturo Reyes Sandoval como nuevo director general del IPN,14.12.2020
1718,Presidente recorre camino rural en Santa Ana, Oaxaca,14.12.2020
1719,Programa de Pavimentación a Cabeceras Municipales comunica 58 municipios en Oaxaca: presidente; anuncia ampliación de Sembrando Vida,14.12.2020
1720,Presidente reconoce esfuerzo de autoridades de usos y costumbres en la construcción de caminos a cabeceras municipales,14.12.2020
1721,Presidente inaugura camino rural Santo Domingo Nuxaá; destaca labor de comunidades indígenas de Oaxaca,14.12.2020
1722,Presidente inaugura camino rural en Santiago Nejapilla, Oaxaca; programa de Caminos a Cabeceras Municipales reactiva la economía, afirma,14.12.2020
1723,En XV Cumbre de la Alianza del Pacífico, presidente comparte estrategia de México frente a COVID-19,14.12.2020
1724,Poder Ejecutivo promueve un ambiente distinto en favor de la justicia y contra la impunidad: presidente,14.12.2020
1725,Devolución de salarios y aguinaldos de altos funcionarios se destinará al equipamiento del sector salud,14.12.2020
1726,Presidente anuncia queja ante el Poder Judicial para revisión de procedimientos penales y actuación de jueces,14.12.2020
1727,Presidente evalúa avances del programa Internet para Todos; conectar al país es fundamental para la transformación de México, afirma,09.12.2020
1728,Presidente firma acuerdo con sectores obrero y empresarial para enriquecer iniciativa sobre subcontratación,09.12.2020
1729,Presidente anuncia nuevas franquicias de béisbol; reafirma compromiso con el impulso al deporte,09.12.2020
1730,Presentan Política Nacional de Vacunación contra COVID-19; profesionales de la salud, sector prioritario de aplicación,09.12.2020
1731,Presidente refrenda confianza en la población para evitar contagios de COVID-19; llama a la corresponsabilidad,09.12.2020
1732,Presidente dialoga con senador Ricardo Monreal sobre iniciativas de reforma en beneficio de las y los mexicanos,09.12.2020
1733,Presidente anuncia nombramientos y cambios en el gobierno federal,09.12.2020
1734,Presidente constata aplicación de recursos del programa La Escuela es Nuestra en Sinaloa,09.12.2020
1735,Presidente supervisa construcción de carretera San Ignacio-Tayoltita; reducirá tiempos de traslado y generará ahorros a habitantes de Sinaloa y Durango,09.12.2020
1736,Presidente inaugura planta potabilizadora de agua Miravalles y el Acueducto Picachos en Mazatlán; beneficiará a 500 mil habitantes,09.12.2020
1737,Conclusión de Presa Picachos llevará agua a Mazatlán: presidente; anuncia nuevo acueducto para Concordia,05.12.2020
1738,Presidente garantiza recursos para concluir la presa Santa María en Sinaloa; prevé término de la obra en 2023,05.12.2020
1739,Presidente supervisa Canal Centenario en Nayarit; destaca contribución de Sedena y Semar al desarrollo del país,05.12.2020
1740,Presidente llama a evitar reuniones en diciembre para prevenir contagios de COVID-19,05.12.2020
1741,Esfuerzo conjunto del gobierno federal e iniciativa privada permite detonar el desarrollo aun en pandemia de COVID-19: presidente,05.12.2020
1742,Programas de mejoramiento, ampliación y construcción de vivienda generan empleos y reactivan la economía: presidente,05.12.2020
1743,Presidente anuncia salida de Alfonso Romo de la Oficina de la Presidencia de la República,05.12.2020
1744,Inicia registro para deudos por COVID-19; presidente exhorta a la población a prevenir contagios,05.12.2020
1745,A dos años de gobierno se sentaron las bases de la transformación y cumplimos 97 compromisos: presidente; destaca aprobación del 71%,05.12.2020
1746,Fotogalería. 2º Año de Gobierno 2018-2020,05.12.2020
1747,Discurso del presidente Andrés Manuel López Obrador. 2º Año de Gobierno 2018-2020,01.12.2020
1748,Presidente presenta segundo paquete de proyectos de infraestructura con inversión pública y privada,01.12.2020
1749,Presidente entrega obras de mejoramiento urbano en Tijuana, Baja California,01.12.2020
1750,Presidente celebra recuperación de casetas de cobro en Baja California y el resto del país; lo recaudado sirve para atender al pueblo, afirma,01.12.2020
1751,Presidente destaca labor de Sedena en seguridad y control de COVID-19; presenta Programa de Mejoramiento Urbano para Ensenada,01.12.2020
1752,Inicia ampliación del hospital IMSS-Bienestar en San Quintín; presidente firma decreto en beneficio de trabajadores del campo,01.12.2020
1753,Presidente constata avances de los programas de bienestar en Tecate, Baja California,01.12.2020
1754,Presidente firma decreto para extender estímulos fiscales en frontera norte; prepara programa integral de apoyo a pescadores,01.12.2020
1755,Presidente amplía Zona Libre de la Frontera Norte hasta 2024; estímulos fiscales se extienden a 22 municipios del sureste,01.12.2020
1756,Presidente celebra avance de reforma para eliminar el fuero al jefe del Ejecutivo en funciones,01.12.2020
1757,Presidente presenta la Guía Ética para la Transformación de México; se distribuirá a beneficiarios de la pensión para adultos mayores,26.11.2020
1758,Gobierno de la Cuarta Transformación seguirá luchando contra la violencia hacia las mujeres: presidente,26.11.2020
1759,Familiares de personas fallecidas por COVID-19 recibirán apoyo económico para gastos funerarios, anuncia presidente,26.11.2020
1760,Con mejor atención médica y acceso oportuno a servicios de salud se reducirán muertes por COVID-19: presidente,26.11.2020
1761,Presidente destaca contribución del personal de sanidad naval durante epidemia de COVID-19,26.11.2020
1762,Presidente firmará decreto para regular presas, prevenir inundaciones y proteger a la población,26.11.2020
1763,Hospital Materno de Texcoco formará a profesionales de la salud; suman 130 hospitales nuevos en dos años de gobierno: presidente,26.11.2020
1764,Presidente supervisa Tren México-Toluca; al término del sexenio se entregarán 2 mil kms de vías férreas en proyectos,26.11.2020
1765,Presidente convoca a líderes del G20 a enfrentar con fraternidad universal crisis económica y pandemia de COVID-19,26.11.2020
1766,Segunda intervención del presidente Andrés Manuel López Obrador en la Cumbre Virtual del G20,26.11.2020
1767,Presidente evalúa programas de bienestar en Puebla; pese a las crisis no vamos a dejar de caminar hacia la transformación, afirma,21.11.2020
1768,Presidente participa en Cumbre Virtual de Líderes del G20; llama a garantizar derecho a la salud y a priorizar atención a los más pobres,21.11.2020
1769,Intervención del presidente Andrés Manuel López Obrador en la Cumbre Virtual de Líderes del G20,21.11.2020
1770,Con entrega de estímulos económicos presidente refrenda impulso al deporte; llama a mantener viva la llama de la esperanza durante epidemia,21.11.2020
1771,Presidente conmemora 110 Aniversario de la Revolución; Cuarta Transformación se llevará a cabo por la vía pacífica y democrática, afirma,21.11.2020
1772,Fotogalería. Conmemoración del 110 Aniversario del inicio de la Revolución Mexicana,21.11.2020
1773,Seguiremos cumpliendo nuestra responsabilidad en manejo de epidemia de COVID-19: presidente; estrategia se mantiene, afirma,21.11.2020
1774,Presidente reconoce talento del beisbolista Julio Urías,21.11.2020
1775,Presidente se reúne con secretario general de la ANDA en Palacio Nacional,21.11.2020
1776,México mantiene cooperación con Estados Unidos, asegura presidente; relación bilateral se basa en objetivos de desarrollo y respeto a la soberanía,21.11.2020
1777,Presidente celebra inicio del Nuevo Modelo Laboral; es un cambio estructural que pone en práctica la democracia y la justicia, afirma,18.11.2020
1778,Regreso del general Cienfuegos a México no significa impunidad: presidente; México actúa bajo principios legales, afirma,18.11.2020
1779,Presidente anuncia reconversión hospitalaria en colaboración con sector privado,18.11.2020
1780,Presidente refrenda confianza al pueblo de México y dice no a medidas coercitivas para controlar epidemia de COVID-19,18.11.2020
1781,Disminuye nivel de agua en la Presa Peñitas, Tabasco: presidente,18.11.2020
1782,Presupuesto 2021 contempla recursos para atender estados afectados por inundaciones: presidente,18.11.2020
1783,Presidente supervisa en Tabasco acciones para atender a damnificados por inundaciones,18.11.2020
1784,Presidente destaca aprobación del presupuesto 2021; se cuidará y optimizará en beneficio del pueblo, afirma,18.11.2020
1785,Presidente envía al legislativo iniciativa de ley para regular subcontratación,18.11.2020
1786,Avanza cobertura de internet en México; más de 69 mil localidades estarán conectadas al término de 2020: presidente,18.11.2020
1787,Presidente envía iniciativa para que trabajadores reciban créditos de Infonavit sin intermediarios,11.11.2020
1788,Frente a las crisis económica y sanitaria, gobierno federal toma las decisiones correctas: presidente,11.11.2020
1789,Gobierno federal continúa atendiendo a damnificados de Tabasco, Veracruz y Chiapas: presidente,11.11.2020
1790,Presidente felicita a Luis Arce Catacora por llegada a presidencia de Bolivia,11.11.2020
1791,Presidente garantiza recursos para apoyar a damnificados de Tabasco,11.11.2020
1792,Presidente garantiza apoyo a damnificados por inundaciones en Tabasco; plantea estrategia integral para prevenir nuevos daños,11.11.2020
1793,Presidente llega a Villahermosa, Tabasco, para atender a afectados por inundaciones,11.11.2020
1794,Presidente suspende gira de trabajo para atender emergencia en Tabasco; llama a la población a acudir a refugios temporales,11.11.2020
1795,Con obras de infraestructura se atiende a zonas marginadas de Nayarit: presidente,11.11.2020
1796,Inicia entrega de pensiones de noviembre-diciembre a niñas y niños con discapacidad y adultos mayores,11.11.2020
1797,4T resolverá déficit de médicos y especialistas: presidente; renuevan ENARM e incrementa presupuesto para formar profesionales de la salud,05.11.2020
1798,Buen Fin 2020 impulsará la economía y fomentará el cuidado de la salud; sector público  y privado trabajan juntos por México: presidente,05.11.2020
1799,Presidente celebra participación de México en fase 3 de ensayo clínico de vacuna contra COVID-19,05.11.2020
1800,Fotogalería. Ofrenda homenaje a víctimas de la pandemia, desde Palacio Nacional,05.11.2020
1801,Presidente rinde homenaje a víctimas de la pandemia de COVID-19 con ofrendas de pueblos originarios en Palacio Nacional,05.11.2020
1802,Presidente entrega escrituras a beneficiarias del Programa de Mejoramiento Urbano en Morelos,05.11.2020
1803,Presidente constata resultados del Programa Nacional de Reconstrucción en Morelos; concluyen 45% de las acciones,05.11.2020
1804,Presidente firma como testigo de honor convenio de transferencia del Centro Nacional de Arraigo a Morelos,05.11.2020
1805,Presidente inaugura Universidad para el Bienestar Benito Juárez García en Tlaltizapán de Zapata, Morelos,05.11.2020
1806,Presidente declara tres días de luto nacional por COVID-19; anuncia transmisión de ofrendas y llama a evitar cementerios el 1 y 2 de noviembre,05.11.2020
1807,Presidente confirma renuncia de Alfonso Durazo a la Secretaría de Seguridad y Protección Ciudadana; propone como sucesora a Rosa Icela Rodríguez,30.10.2020
1808,Presidente destaca recuperación económica y de empleos aun durante emergencia sanitaria por COVID-19,30.10.2020
1809,Presidente firma acuerdo con UNOPS para comprar medicamentos en el extranjero; se garantizará el abasto, afirma,30.10.2020
1810,Redistribuir presupuesto a los estados requiere reforma constitucional: presidente; federación está al día en entrega de participaciones, afirma,30.10.2020
1811,Gobierno federal respalda a Chihuahua ante aumento en contagios de COVID-19; fortalecen capacidad del estado con personal, equipo e insumos,30.10.2020
1812,Presidente analiza reforma para priorizar interés de la nación en materia energética,30.10.2020
1813,Presidente entrega obras de mejoramiento urbano en Nuevo Laredo, Tamaulipas; llama a priorizar el interés de la nación sobre política,30.10.2020
1814,ISSSTE se suma al rescate de instituciones afectadas en el periodo neoliberal: presidente; entrega ampliación de Clínica-Hospital en Piedras Negras,30.10.2020
1815,Presidente entrega obras de mejoramiento urbano en Piedras Negras; destaca coordinación entre autoridades,30.10.2020
