id_documento,titulo,fecha
774,Habitantes de Oaxaca no están solos; apoyo a damnificados será ilimitado: presidente,13.06.2022
775,Presupuesto a familias y escuelas afectadas por Agatha se entregará sin intermediarios: presidente,13.06.2022
776,Presidente y gobierno de Querétaro acuerdan garantizar abasto de agua e impulsar desarrollo urbano,13.06.2022
777,Presidente reafirma llamado a integración de América con respeto a la soberanía de los pueblos,13.06.2022
778,Subsidio al IEPS se mantiene en beneficio de la economía del pueblo, afirma presidente,13.06.2022
779,Recursos de sorteo 260 de la Lotería se invertirán en obras en Sinaloa: presidente; «es ganar y ayudar», afirma,13.06.2022
780,Presidente reitera llamado a Estados Unidos para atender en conjunto causas de migración,08.06.2022
781,Aumenta abasto de medicamentos en Nayarit y Colima a través del modelo IMSS Bienestar,08.06.2022
782,Participan más de 10 mil médicas y médicos en Jornada nacional de reclutamiento y contratación de especialistas,08.06.2022
783,Presidente visitará municipios de Oaxaca afectados por huracán Agatha,08.06.2022
784,Presidente destaca participación ciudadana en elecciones; gobierno federal apoyará sin distinción a todos los estados, asegura,08.06.2022
785,Presidente no asistirá a la IX Cumbre de las Américas por exclusión a países; continente debe integrarse, reafirma,08.06.2022
786,Presidente supervisa construcción del Malecón de Villahermosa, Tabasco,08.06.2022
787,Gobierno de México atenderá daños a viviendas, campo y pequeños negocios en Oaxaca por huracán Agatha,08.06.2022
788,México realiza compromisos en materia de energía y cambio climático: presidente,08.06.2022
789,Presidente refrenda apoyo a comunidades afectadas por huracán Agatha,08.06.2022
790,Estabilidad económica, apreciación del peso y seguridad, condiciones que hacen atractivo a México para la inversión extranjera,02.06.2022
791,Presidente destaca colaboración de la Secretaría de Marina en proyectos de desarrollo y atención al pueblo en desastres naturales,02.06.2022
792,Gobierno federal atiende a personas damnificadas por huracán Agatha: presidente; apoyos se distribuirán con respeto a periodo electoral,02.06.2022
793,Avanza primera etapa de reclutamiento de médicos especialistas,02.06.2022
794,Médicos especialistas que trabajen en comunidades apartadas accederán a incentivos laborales: presidente,02.06.2022
795,Presidente recibe premio de la OMS por acciones para controlar consumo del tabaco; prohíbe con decreto venta de vapeadores,02.06.2022
796,Presidente recibe en Palacio Nacional a autoridades wixárikas; federación ayuda a solucionar conflictos agrarios,02.06.2022
797,Presidente garantiza condiciones de seguridad para el personal de salud,02.06.2022
798,Ajustes a la ley consolidarán Financiera para el Bienestar: presidente; operará con el Banco del Bienestar,02.06.2022
799,Presidente supervisa obras de infraestructura que beneficiarán a estados del norte del país,02.06.2022
800,Presidente constata inicio de Tercera Jornada Nacional de Sembrando Vida y supervisa obras carreteras,27.05.2022
801,Presidente resalta inversión de empresas estadounidenses en sector energético y producción de fertilizantes,27.05.2022
802,Estrategia Nacional de Seguridad se mantendrá por resultados positivos, afirma presidente en Sinaloa,27.05.2022
803,Sinaloa se suma a federalización del sistema de salud; aumentarán salarios del personal y equiparán hospitales,27.05.2022
804,Telecomm se convertirá en Financiera para el Bienestar, anuncia presidente,27.05.2022
805,2022 se posiciona como el año de mayor inversión extranjera en México: presidente,27.05.2022
806,Presidente rinde homenaje a Arnoldo Martínez Verdugo,27.05.2022
807,Regularización de personal y abasto de medicamentos metas que se construyen a través del IMSS Bienestar,27.05.2022
808,Presentan Jornada Nacional de Reclutamiento y Contratación de Médicos Especialistas para fortalecer sistema de salud,27.05.2022
809,Homicidio doloso y secuestro, a la baja en abril; estrategia de seguridad avanza con atención a las causas: presidente,27.05.2022
810,Gobierno federal explorará alternativas para llevar agua potable al pueblo seri: presidente,22.05.2022
811,Gobierno federal financiará construcción de caminos en la sierra de Sonora y Chihuahua, anuncia presidente,22.05.2022
812,Entrega de tierras, construcción del acueducto y de distritos de riego, compromisos prioritarios con pueblos yaqui, afirma presidente,22.05.2022
813,Presidente presenta Plan de justicia para el pueblo mayo en Etchojoa, Sonora,22.05.2022
814,Presidente se compromete con pueblo guarijío de Sonora a brindar atención integral,22.05.2022
815,Inician negociaciones en Tratado de Libre Comercio entre México y Reino Unido,22.05.2022
816,Recursos para fortalecer seguridad en Sonora están garantizados: presidente,22.05.2022
817,Sonora se incorpora a federalización de servicios de salud a través de IMSS Bienestar,22.05.2022
818,Ahorros por no permitir la corrupción se invierten en Programas para el Bienestar,22.05.2022
819,Fuerzas Armadas y policías recibirán aumento de salario: presidente,22.05.2022
820,Presidente anuncia convocatoria para contratación inmediata de médicos especialistas en el país,18.05.2022
821,Presidente y comunidad artística acuerdan acercar el cine a comunidades apartadas,18.05.2022
822,México tiene déficit de médicos especialistas: Secretaría de Salud,18.05.2022
823,IMSS Bienestar avanza en estados del país con mejoras a la infraestructura y aumento de personal,18.05.2022
824,Ciudad de México tiene buenos resultados en seguridad: presidente,18.05.2022
825,Gobierno de México dignifica labor de maestras y maestros con aumento salarial,18.05.2022
826,Estados del centro del país recibirán fertilizantes gratuitos para aumentar producción de autoconsumo, anuncia presidente,18.05.2022
827,Presidente celebra el Día de las maestras y los maestros; anuncia mejores condiciones salariales,18.05.2022
828,Fertilizantes y precios de garantía impulsan producción para autoconsumo: presidente,18.05.2022
829,Suma de voluntades ayudará a enfrentar inflación, afirma presidente en campaña de producción para el autoconsumo en Veracruz,18.05.2022
830,Presidente convoca a productores a fomentar autosuficiencia alimentaria; anuncia nuevos apoyos para ejidatarios,13.05.2022
831,Presidente llama a fomentar la producción para el autoconsumo como medida ante la inflación,13.05.2022
832,Federación apoya a Nuevo León en abasto de agua y seguridad; presidente se reúne con padres de Debanhi Escobar,13.05.2022
833,Presidente llama a la unidad de todos los países del continente; en Cumbre de las Américas no debe haber exclusión, afirma,13.05.2022
834,Avanzan investigaciones sobre casos de atentados a periodistas; presidente garantiza justicia a víctimas,13.05.2022
835,Gobierno de México garantiza seguridad en operaciones de AIFA y AICM, afirma presidente,13.05.2022
836,Presidente felicita a las madres de México en su día y refrenda respaldo de la Cuarta Transformación,13.05.2022
837,Avanza contratación de personal y mantenimiento de hospitales en Nayarit con programa IMSS Bienestar,13.05.2022
838,Presidente destaca resultados de gira en países Centroamericanos y del Caribe,13.05.2022
839,Presidente dialogará con agrónomos para impulsar autosuficiencia alimentaria,13.05.2022
840,México y Cuba fortalecen vínculos históricos mediante acuerdos; presidente reafirma llamado a levantar bloqueo contra la isla,08.05.2022
841,Discurso del presidente Andrés Manuel López Obrador en su visita a Cuba,08.05.2022
842,México y Belice firman acuerdo para implementar Sembrando Vida en Belice,08.05.2022
843,Discurso del presidente Andrés Manuel López Obrador en su visita a Belice,08.05.2022
844,Necesario atender fenómeno migratorio con cooperación para el desarrollo, afirma presidente en Honduras,08.05.2022
845,Discurso del presidente Andrés Manuel López Obrador en su visita a Honduras,08.05.2022
846,Presidente anuncia ampliación de Sembrando Vida y Jóvenes Construyendo el Futuro en El Salvador; programas contuvieron la migración forzada, destaca,08.05.2022
847,Discurso del presidente Andrés Manuel López Obrador en su visita a la República de El Salvador,08.05.2022
848,Presidente reafirma compromiso con Guatemala de atención a las causas del fenómeno migratorio,08.05.2022
849,Fotogalería. Gira del presidente Andrés Manuel López Obrador a países de Centroamérica y el Caribe,08.05.2022
850,Discurso del presidente Andrés Manuel López Obrador en su visita a Guatemala,05.05.2022
851,Presidente conmemora 160 Aniversario de la Batalla de Puebla,05.05.2022
852,Discurso del presidente Andrés Manuel López Obrador en el 160 Aniversario de la Batalla de Puebla,05.05.2022
853,En informe Cero Impunidad destacan el mayor aseguramiento de cartuchos y armas en el país,05.05.2022
854,Presidente refrenda compromiso de erradicar robo de hidrocarburos en Puebla,05.05.2022
855,Presidente presenta plan antiinflacionario para garantizar precios justos en canasta básica,05.05.2022
856,Operativo ABRIL alcanza cobertura de 66 por ciento en aplicación de refuerzos,05.05.2022
857,México tendrá sistema de salud óptimo en primer trimestre de 2023: presidente; hay suficiencia presupuestal, afirma,05.05.2022
858,Presidente visita planta en Ciudad Sahagún donde se construirán 210 vagones para el Tren Maya,05.05.2022
859,Presentan avances del Tren Maya; Gobierno de México reporta acciones para el cuidado del ambiente y el patrimonio arqueológico,05.05.2022
860,Fotogalería. Día del Trabajo en la Refinería Dos Bocas “Olmeca”, desde Paraíso, Tabasco,01.05.2022
861,Trabajadores son fundamentales para el desarrollo de las naciones, afirma presidente en el Día del Trabajo,01.05.2022
862,Presidente celebra Día de las niñas y los niños,01.05.2022
863,Presidentes de México y Estados Unidos dialogan sobre relación bilateral,01.05.2022
864,Quintana Roo mantiene tendencia a la baja en delitos de impacto; avanza Operación Sargazo,01.05.2022
865,Inician preparativos rumbo al Mundial 2026 en México; jefe del Ejecutivo recibe a Gianni Infantino, presidente de la FIFA,01.05.2022
866,Presidente refrenda compromiso de garantizar derecho de trabajadores a vivienda digna,01.05.2022
867,Presidente reconoce impulso de legisladores a la transformación de México y defensa de los bienes de la nación,01.05.2022
868,Hay 19 detenidos por asesinatos de periodistas; presentan resultados de política Cero Impunidad,01.05.2022
869,Presidente presenta iniciativa de reforma electoral; incluye creación del INEC y reducción de gasto a partidos políticos,01.05.2022
870,Presidente promueve con empresarios estadounidenses inversiones e integración económica de América,27.04.2022
871,México registra aumento tributario de 3.5 por ciento en abril de 2022; ingresos ayudarán a consolidar empresa de litio,27.04.2022
872,Gobierno federal alista estrategia para contener impacto de inflación en alimentos; dialoga con IP para bajar precios al consumidor,27.04.2022
873,Presidente visita réplica de la Capilla Sixtina en la Ciudad de México,27.04.2022
874,La Escuela es Nuestra garantizará horario extendido y alimentos en planteles de educación básica,27.04.2022
875,Anuncian vacunación contra COVID-19 para niñas y niños de 12 años; declaran fin de epidemia en México,27.04.2022
876,Gobierno de México presentará plan de autosuficiencia para enfrentar inflación, anuncia presidente,27.04.2022
877,México y Estados Unidos mantienen relación de amistad: presidente; “nos van a tener que tratar con respeto”, afirma,27.04.2022
878,Presidente destaca triunfo de Emmanuel Macron en Francia,27.04.2022
879,Presidente propone integración comercial para el desarrollo equilibrado de América,27.04.2022
880,Presidente refrenda compromiso de hacer justicia en caso de Debanhi Escobar; ofrece colaboración del gobierno federal en indagatorias,22.04.2022
881,Presidente destaca inversión pública y privada en Veracruz; delitos de impacto van a la baja en la entidad,22.04.2022
882,México es un país libre, independiente y soberano, reafirma presidente,22.04.2022
883,Empresa pública que administrará litio será eficiente y contará con expertos, afirma presidente,22.04.2022
884,Presidente confirma fechas de gira de trabajo en Centroamérica y el Caribe,22.04.2022
885,Presidente dialoga con Jean-Luc Mélenchon, excandidato de izquierda a presidente de Francia,22.04.2022
886,Presidente celebra aprobación de la Ley Minera en el Senado,22.04.2022
887,Garantizar seguridad y bienestar es fundamental para vivir en paz: presidente; secuestro y homicidio doloso mantienen tendencia a la baja,22.04.2022
888,Gobierno reanudará trabajos para la consolidación del sistema de salud tras baja de pandemia de COVID-19 en México,22.04.2022
889,Presidente envía iniciativa de reforma a la Ley Minera para resguardar litio,22.04.2022
890,Volvimos a hacer historia; me quedo y vamos a continuar la transformación de nuestro país: presidente,10.04.2022
891,Presidente emite voto en histórico ejercicio democrático,10.04.2022
892,Presidente rinde homenaje a Emiliano Zapata en su 103 Aniversario Luctuoso,10.04.2022
893,Llamado del presidente Andrés Manuel López Obrador a la paz,10.04.2022
894,Gobierno prepara sistema de transportación aérea y marítima hacia las Islas Marías, anuncia presidente,10.04.2022
895,Presidente supervisa proyecto cultural y ecoturístico de las Islas Marías,10.04.2022
896,Decisión de la SCJN sobre Ley Eléctrica es histórica, patriota y en beneficio del pueblo de México, afirma presidente,10.04.2022
897,Gobierno presenta plan Territorial Operativo para la Zona Metropolitana del Valle de México; impulsa desarrollo ordenado en inmediaciones del AIFA,10.04.2022
898,Infonavit recupera recursos de fraude; dinero se invertirá en viviendas para comunidades marginadas,10.04.2022
899,Presentan avances de la política Cero Impunidad para hacer justicia a periodistas,10.04.2022
900,Presupuesto de publicidad oficial financiará seguridad social y pensiones para periodistas, anuncia presidente,06.04.2022
901,Presidente sostiene diálogo con empresarios de Nuevo León,06.04.2022
902,Presidente dialoga con secretario de agricultura de Estados Unidos; comercio agroindustrial creció 35%,06.04.2022
903,COVID-19 está cediendo en México, afirma presidente; llaman a aplicarse vacuna de refuerzo,06.04.2022
904,Construcción del Tren Maya incluye proyectos de cuidado del ambiente, afirma presidente,06.04.2022
905,Secretario de Gobernación trabaja en cumplimiento de agenda de la Cuarta Transformación, afirma presidente,06.04.2022
906,Presidente concluye evaluación de tramos del Tren Maya; refrenda compromiso de supervisar cada mes,06.04.2022
907,Ingenieros militares inician construcción de 550 kilómetros del Tren Maya,06.04.2022
908,Voto de legisladores en reforma eléctrica demostrará sus convicciones, afirma presidente,06.04.2022
909,Iniciativa de reforma eléctrica no cambiará: presidente; Gobierno de México impulsa transición a energías limpias,06.04.2022
910,Presidente dialoga con enviado presidencial especial de Estados Unidos para el Clima, John Kerry,31.03.2022
911,La mayoría de la gente está a favor del Tren Maya, afirma presidente,31.03.2022
912,Peso mexicano se fortalece durante administración de la 4T, afirma presidente,31.03.2022
913,Presentan resultados del aseguramiento de drogas; legalización de marihuana continúa en análisis: presidente,31.03.2022
914,Presidente refrenda compromiso para dar justicia a los 43 normalistas de Ayotzinapa; Sedena proporciona documentos para esclarecer caso,31.03.2022
915,Iniciativa de reforma electoral contempla reducción de plurinominales: presidente,31.03.2022
916,ANEXO TRES. Extracto de sentencia.,31.03.2022
917,Secretarías de Educación y Salud llaman al regreso total a clases presenciales,31.03.2022
918,Presidente destaca nueve semanas consecutivas de reducción de la epidemia de COVID-19,31.03.2022
919,Avión presidencial se pondrá en renta y será administrado por empresa de Sedena: presidente,28.03.2022
920,Primer informe de gobierno del año será el 12 de abril, anuncia presidente; llama a participar y difundir Consulta de Revocación de Mandato,28.03.2022
921,Presidente atestigua avances de mejoramiento urbano en Ecatepec,28.03.2022
922,Presidente recorre alcaldía Iztapalapa,28.03.2022
923,Planta coquizadora de Tula contribuirá a la autosuficiencia en producción de energéticos: presidente,28.03.2022
924,Presidente anuncia construcción de Hospital General y Unidad Médica Familiar del IMSS en Tlaxcoapan, Hidalgo,28.03.2022
925,Presidente evalúa acciones para el bienestar en Puebla; recibe histórico documento que llevará a Palacio Nacional,28.03.2022
926,Presidente anuncia conclusión y rehabilitación de puente vehicular en Morelos,28.03.2022
927,Presidente evalúa situación de seguridad en Morelos; a la baja, delito de feminicidio en el estado,28.03.2022
928,Presidente destaca gobernabilidad y crecimiento económico en la 85 Convención Bancaria,28.03.2022
929,Discurso del presidente Andrés Manuel López Obrador en la 85 Convención Bancaria, desde Acapulco, Guerrero,24.03.2022
930,Autosuficiencia protege a México de los efectos de la inflación: presidente; analiza eliminar aranceles a importaciones de alimentos,24.03.2022
931,No se tolera el crimen: presidente; garantiza impunidad cero en crímenes,24.03.2022
932,Decisión de asignar aduanas a Marina y Defensa Nacional fue acertada: presidente; aumenta 16 por ciento recaudación,24.03.2022
933,Presidente resalta trabajo coordinado para atender incendios forestales,24.03.2022
934,Presidente recibe en Palacio Nacional a representantes de la comunidad wixárika; promete impulsar plan de apoyo y justicia,24.03.2022
935,Ruta del Tren Maya contempla reforestación y creación de reservas naturales: presidente,24.03.2022
936,Gobierno de México garantizará derecho a la seguridad social a periodistas, anuncia presidente,24.03.2022
937,Presidente llama a participar en sorteo de Lotería Nacional; lo recaudado financiará conclusión de presa Santa María,24.03.2022
938,Presidente emite decreto que declara Área Natural Protegida el Lago de Texcoco; “es histórico”, afirma,24.03.2022
939,México suma ocho semanas consecutivas de epidemia a la baja; lo mejor es vacunarnos, afirma presidente,22.03.2022
940,Inicia operaciones Aeropuerto Internacional Felipe Ángeles; “misión cumplida”, afirma presidente,22.03.2022
941,Fotogalería de la recepción e inicio de operaciones del Aeropuerto Internacional Felipe Ángeles,22.03.2022
942,Aeropuerto Internacional Felipe Ángeles es un bien de la nación, afirma presidente,22.03.2022
943,Presidente rinde homenaje a Benito Juárez a un día del 216 aniversario de su natalicio; Oaxaca tendrá sendero en su honor, anuncia,22.03.2022
944,Discurso del presidente Andrés Manuel López Obrador en la reunión con autoridades de Guelatao de Juárez, Oaxaca,22.03.2022
945,Presidente reafirma compromiso de rescate de la industria y autosuficiencia en 84 Aniversario de la Expropiación Petrolera,22.03.2022
946,Discurso del presidente Andrés Manuel López Obrador en el 84 Aniversario de la Expropiación Petrolera, desde Minatitlán, Veracruz,22.03.2022
947,Presidente anuncia servicio de taxis aéreos para trasladarse al Aeropuerto Felipe Ángeles,22.03.2022
948,Presidente llama al pueblo a participar en la Consulta de Revocación de Mandato el 10 de abril,22.03.2022
949,Veracruz baja al lugar 22 en incidencia delictiva a nivel nacional por estrategia de pacificación,18.03.2022
950,Presentan avances de investigaciones para hacer justicia a periodistas,18.03.2022
951,Conectividad al Aeropuerto Felipe Ángeles está garantizada; presentan rutas de transporte público hacia terminal aeroportuaria,18.03.2022
952,Atención a las causas disminuye incidencia delictiva: presidente; homicidios dolosos registran la cifra más baja en los últimos cinco años,18.03.2022
953,Presidente recibe en Palacio Nacional cartas credenciales de embajadores,18.03.2022
954,Presidente garantiza investigaciones y justicia a periodistas por crímenes,18.03.2022
955,Presidente se reúne con gerentes de refinerías de Pemex; autosuficiencia será una realidad, afirma,18.03.2022
956,Asisten más de 25 mil personas al paseo dominical en la Base Aérea Militar en Santa Lucía,18.03.2022
957,Presidente presenta plan para el fortalecimiento del sector salud; garantiza gratuidad en servicios a personas sin seguridad social,18.03.2022
958,Reducción de COVID-19 mantiene siete semanas consecutivas; “sentimos que vamos de salida”, afirma presidente,18.03.2022
959,Presidente se reúne con el secretario de Seguridad Nacional de Estados Unidos, Alejandro Mayorkas,14.03.2022
960,Precios de combustibles se mantienen por histórico subsidio del Gobierno de México al IEPS,14.03.2022
961,Presidente alista gira de trabajo por Centroamérica y el Caribe,14.03.2022
962,Presidente publica carta de respuesta de su homólogo de Argentina, Alberto Fernández,14.03.2022
963,Presidente evalúa trabajos en refinería Dos Bocas; en 2023 México será autosuficiente en producción de combustibles, afirma,14.03.2022
964,Presidente realiza supervisión de obras en Veracruz, Chiapas y Tabasco,14.03.2022
965,Puerto Chiapas formará parte de corredor transístmico, afirma presidente en visita a terminal,14.03.2022
966,Presidente supervisa vivero forestal en Tapachula, Chiapas, primer lugar en producción de plantas,14.03.2022
967,Gobierno federal presentará reporte de acciones para la seguridad de periodistas,14.03.2022
968,Necesario ofrecer oportunidades para regular migración: presidente; anuncia gira por países de Centroamérica,14.03.2022
969,Chiapas registra incidencia delictiva a la baja; presidente destaca atención al estado sin precedentes,11.03.2022
970,Presidente expresa respaldo de México a Argentina por situación de endeudamiento,11.03.2022
971,Autosuficiencia permite mantener precios de combustibles en beneficio de los consumidores, afirma presidente,11.03.2022
972,Presidente destaca relevancia de la Cuarta Sección del Bosque de Chapultepec para el cuidado ambiental,11.03.2022
973,Marcha de las mujeres transcurrió en paz: presidente; luchan por causas justas, afirma,11.03.2022
974,Fundamental seguir luchando por la igualdad económica, social y de género, afirma presidente en el Día Internacional de las Mujeres,11.03.2022
975,Precios de combustibles y energía eléctrica no aumentará en México por conflicto en Ucrania, afirma presidente,11.03.2022
976,Reducción de COVID-19 en México, esfuerzo conjunto del pueblo y autoridades: presidente,11.03.2022
977,Gobierno federal respalda investigación de hechos en estadio La Corregidora en Querétaro,11.03.2022
978,Inicia entrega de fertilizantes en nueve estados; con producción nacional, Pemex garantiza abasto ante panorama internacional,11.03.2022
979,Presidente refrenda compromiso de conservar ecosistemas en obra del Tren Maya,06.03.2022
980,Presidente supervisa los tramos 3 y 4 del Tren Maya,06.03.2022
981,Llegan a México connacionales rescatados del conflicto entre Ucrania y Rusia; “somos pacifistas”, reafirma presidente,06.03.2022
982,Creación de empleos alcanza récord histórico en febrero de 2022; “vamos bien”, afirma presidente,06.03.2022
983,Sin reporte de daños por sismo con epicentro en Veracruz: presidente,06.03.2022
984,Presidente se reúne con Lula da Silva en Palacio Nacional,06.03.2022
985,Presidente reitera postura de México sobre control de armas y migración en Estados Unidos,06.03.2022
986,Acumula cinco semanas reducción de COVID-19 en México; restricciones sanitarias podrían relajarse ante descenso de epidemia,06.03.2022
987,Presidente garantiza transparencia en caso San José de Gracia, Michoacán; continúa investigación de hechos,06.03.2022
988,Avión de la Fuerza Aérea Mexicana aterriza en Rumania para trasladar sanos y salvos a connacionales: presidente,06.03.2022
989,Presidente supervisa presas Picachos y Santa María en Sinaloa,27.02.2022
990,Presidente supervisa distrito de riego Alejandro Gascón Mercado en Nayarit,27.02.2022
991,Plan de seguridad reduce delitos de impacto en Colima; presidente firma convenio de  federalización de servicios de salud en la entidad,27.02.2022
992,Presidente conmemora Día de la Bandera en Campo Marte,27.02.2022
993,Estrategia de atención a las causas de la inseguridad está dando resultados: presidente,27.02.2022
994,Presidente rinde homenaje a Francisco I. Madero en 109 Aniversario Luctuoso,27.02.2022
995,“Somos partidarios de la paz y el diálogo”, sostiene presidente sobre conflicto entre Rusia y Ucrania; garantiza abasto de gas,27.02.2022
996,Presidente reconoce contribución de Carlos Salazar Lomelín a la política económica y laboral,27.02.2022
997,Epidemia de COVID-19 va de salida: Secretaría de Salud; vacunación para todo el año está garantizada, afirma presidente,27.02.2022
998,Reportan incidencia delictiva a la baja en informe mensual de seguridad; resultados se deben a atención al pueblo y rectitud en servicio público: presidente,27.02.2022
999,Presidente anuncia inversión de mil millones de pesos anuales para caminos de La Montaña de Guerrero,20.02.2022
1000,Apoyo de las Fuerzas Armadas en la transformación de México es fundamental y estratégico, afirma presidente,20.02.2022
1001,Discurso del presidente Andrés Manuel López Obrador en el Día del Ejército Mexicano, desde Ramos Arizpe, Coahuila,20.02.2022
1002,A la baja, incidencia delictiva en Chihuahua; resultados positivos se deben a coordinación entre gobiernos: presidente,20.02.2022
1003,Aumenta recaudación y se reduce contrabando de combustibles por reforzamiento de aduanas, destaca presidente,20.02.2022
1004,Presidente supervisa aduanas en Baja California y Sonora,20.02.2022
1005,Presentan avances de acciones para hacer justicia en casos de atentados a periodistas; no habrá impunidad, reafirma presidente,20.02.2022
1006,Presidente garantiza a periodistas respeto, protección y libertad de expresión,20.02.2022
1007,Presidente agradece confianza del pueblo en el gobierno federal para vacunarse contra COVID-19,20.02.2022
1008,Presidente anuncia informe quincenal de justicia a periodistas, luchadores sociales y mujeres,20.02.2022
1009,Presidente destaca apoyo de gobernadoras y gobernadores al proyecto de transformación,14.02.2022
1010,Presidente propondrá a SCJN reconocer como asunto de Estado el derecho del pueblo yaqui al agua,14.02.2022
1011,Estadio ‘Héctor Espino’ en Sonora, espacio para la formación de profesionales del deporte: presidente,14.02.2022
1012,Presidente reafirma coordinación y comunicación con pueblos de Sonora y Chihuahua,14.02.2022
1013,Presidente constata acciones para pacificar Sonora; anuncia reforzamiento de estrategia de seguridad en el estado,14.02.2022
1014,Presidente reconoce labor de la Fuerza Aérea Mexicana en distribución de vacunas contra COVID-19 y desarrollo del país,14.02.2022
1015,Instituto para Devolver al Pueblo lo Robado pagará pensiones a jubilados de Luz y Fuerza, anuncia presidente; se hará justicia, afirma,14.02.2022
1016,Presidente recibe en Palacio Nacional al enviado de EE.UU. para el Clima, John Kerry,14.02.2022
1017,Presidente conmemora 109 Aniversario de la Marcha de la Lealtad en Chapultepec,14.02.2022
1018,Detienen a presuntos responsables del asesinato de periodista Lourdes Maldonado; no habrá impunidad: presidente,14.02.2022
1019,Epidemia a la baja es una buena noticia: presidente; reafirma respaldo a subsecretario López-Gatell,08.02.2022
1020,Presidente condena subastas del patrimonio nacional en Francia,08.02.2022
1021,Presidente promueve diálogo entre autoridades federales y normalistas de Ayotzinapa,08.02.2022
1022,Gobierno federal buscará que Banco del Bienestar reciba remesas y gestione nómina de servidores públicos, anuncia presidente,08.02.2022
1023,Reformas de la 4T a la Constitución, avances para la justicia social,08.02.2022
1024,Contagios de COVID-19 en el país van a la baja: presidente; recomienda que empresarios mexicanos adquieran Citibanamex,08.02.2022
1025,Presidente constata conclusión de obra del Banco del Bienestar en Santa Cruz Tlaxcala,08.02.2022
1026,Presidente firma convenio para la federalización de los servicios de salud en Tlaxcala,08.02.2022
1027,Presidente entrega sucursal del Banco del Bienestar en Ciudad Sahagún, Hidalgo,08.02.2022
1028,Presidente da banderazo de inauguración de 250 sucursales del Banco del Bienestar en todo el país,08.02.2022
1029,Presidente destaca baja de la incidencia delictiva en Hidalgo,03.02.2022
1030,Cede COVID-19 en México; cuarta ola va en descenso con reducción de casos y hospitalizaciones,03.02.2022
1031,Presidente propone a Jesusa Rodríguez como embajadora de México en Panamá,03.02.2022
1032,Gobierno cumple pacto con el pueblo al entregar apoyos de programas sociales: presidente; beneficiarios recibirán adelanto por veda electoral,03.02.2022
1033,Proyectos estratégicos se caracterizarán por promover el desarrollo sustentable: presidente,03.02.2022
1034,Presentan programa de obras de infraestructura para el fortalecimiento de Cancún y Tulum; incluirá creación del Parque Nacional del Jaguar,03.02.2022
1035,Gobierno escucha recomendaciones de la OMS para controlar pandemia, afirma presidente,03.02.2022
1036,Presidente designa a Nuria Fernández como nueva titular del DIF,03.02.2022
1037,Presidente llama a vacunarse para reducir riesgos por contagio con variante ómicron,03.02.2022
1038,Presidente se reúne con gobernador y servidores públicos de Guanajuato en Palacio Nacional; agua y seguridad, temas de la agenda,03.02.2022
1039,Presidente condena asesinato de periodista en Tijuana; habrá investigación a fondo para hacer justicia, anuncia,25.01.2022
1040,Aeropuerto Felipe Ángeles será inaugurado el 21 de marzo, asegura presidente López Obrador,25.01.2022
1041,Candidatos a dirigir sindicato petrolero exponen propuestas en conferencia del presidente AMLO; «es un ejercicio inédito para la vida sindical», afirma,25.01.2022
1042,Hay presidente para llevar a cabo la transformación, afirma jefe del Ejecutivo tras revisión médica,25.01.2022
1043,Anuncian ampliación de programa para regular vehículos de procedencia extranjera,25.01.2022
1044,Refinería Deer Park en Houston, Texas, es propiedad de la nación desde este día: presidente,25.01.2022
1045,Presidente dialoga con secretaria de Energía de Estados Unidos en Palacio Nacional,25.01.2022
1046,Delitos del fuero federal y común disminuyeron en 2021, destacan autoridades federales en informe mensual de seguridad,25.01.2022
1047,Presidente exhorta a funcionarios públicos a impulsar en equipo la Cuarta Transformación,25.01.2022
1048,México será el primer país de Latinoamérica en contar con tratamientos para COVID-19; solo se emplearán en personas con enfermedad grave,25.01.2022
1049,En proceso, compra de medicamentos para tratamiento de COVID-19: presidente,17.01.2022
1050,Presidente homenajea al poeta Carlos Pellicer en Aniversario 125 de su natalicio; se sentiría orgulloso del trabajo de la 4T, afirma,17.01.2022
1051,Discurso del presidente Andrés Manuel López Obrador en el 125 Aniversario del Natalicio de Carlos Pellicer Cámara,17.01.2022
1052,Venta de Citibanamex beneficiará a la Hacienda pública: presidente; destaca rápida recuperación tras contagio de COVID,17.01.2022
1053,Presidente se reúne en videoconferencia con cónsules y embajadores; instruye acciones para garantizar cumplimiento de política exterior,17.01.2022
1054,Presidente realiza cambios en Secretaría de Bienestar, Fonatur y SICT,17.01.2022
1055,“Me siento bien”, afirma presidente tras contagio de COVID-19; llama al pueblo a no alarmarse ni rendirse ante pandemia,17.01.2022
1056,Presidente da positivo a COVID-19; atenderá asuntos nacionales a distancia,17.01.2022
1057,Aumento de contagios de COVID-19 no se refleja en más personas enfermas graves: presidente,17.01.2022
1058,Presidente anuncia adquisición de medicamentos para tratar COVID-19,17.01.2022
1059,Presidente dedicará primer jueves de cada mes a brindar informe sobre la economía del país,06.01.2022
1060,Gobierno presentará nuevo paquete de inversión para 2022 con participación del sector privado, anuncia presidente,06.01.2022
1061,Anuncian inicio de vacunación de refuerzo contra COVID para personal educativo; presidente llama a evitar pánico ante ómicron,06.01.2022
1062,Gobierno entregará en 2022 Aeropuerto Internacional Felipe Ángeles y Refinería Dos Bocas, afirma presidente,06.01.2022
1063,Hospitalizaciones y defunciones se mantienen a la baja ante aumento de contagios por variante ómicron: presidente,06.01.2022
